No,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county,STANAME,isUrban
120,DsTrzebLes,,Trzebnica - Leśna,DsTrzebLes,1994-01-01,2003-12-31,background,urban,in-house,dolnośląskie,Trzebnica,ul. Leśna,51.303889,17.07,powiat trzebnicki,TRZEBNICA,0
121,DsTrzebMob,,Trzebnica - Mobil Mercedes,DsTrzebMob,2008-04-01,2010-01-31,background,urban,mobile,dolnośląskie,Trzebnica,ul. Żołnierzy Września,51.305272,17.060139000000003,powiat trzebnicki,TRZEBNICA,0
122,DsTrzebniMaj,PL0779A,"Trzebnica, ul. 3 Maja",,2020-12-23,,background,urban,container,dolnośląskie,Trzebnica,ul. 3 Maja,51.304817,17.071367000000002,powiat trzebnicki,TRZEBNICA,0
123,DsWalbBator,,Wałbrzych - ul. Batorego,DsWalbBator,1975-01-02,2003-12-31,background,urban,in-house,dolnośląskie,Wałbrzych,ul. Batorego 3,50.774028,16.278035,powiat Wałbrzych,WALBRZYCH,1
124,DsWalbGrodz,,Wałbrzych - ul. Grodzka,DsWalbGrodz,1993-01-02,2004-12-31,background,urban,in-house,dolnośląskie,Wałbrzych,ul. Grodzka 73,50.823623,16.275474,powiat Wałbrzych,WALBRZYCH,1
125,DsWalbJord,PL0060A,Wałbrzych - ul. Jordana,DsWalbJord,2001-01-02,2006-12-31,industrial,urban,in-house,dolnośląskie,Wałbrzych,ul. Jordana 4,50.759444,16.241389,powiat Wałbrzych,WALBRZYCH,1
126,DsWalbKost,,Wałbrzych - ul. Kosteckiego,DsWalbKost,1983-01-02,2003-12-31,industrial,urban,in-house,dolnośląskie,Wałbrzych,ul. Kosteckiego 2,50.762702,16.244248000000002,powiat Wałbrzych,WALBRZYCH,1
127,DsWalbrzWyso,PL0192A,"Wałbrzych, ul. Wysockiego",,2005-01-01,,background,urban,container,dolnośląskie,Wałbrzych,ul. Wysockiego 11,50.768729,16.269676999999998,powiat Wałbrzych,WALBRZYCH,1
128,DsWalbWysPArch,,Wałbrzych - ul. Wysockiego (PM10-Arch),DsWalbWysPArch,2004-01-02,2009-12-31,background,urban,dust collector,dolnośląskie,Wałbrzych,ul. Wysockiego 11,50.768747,16.269584,powiat Wałbrzych,WALBRZYCH,1
129,DsWitk09,,Witków,DsWitk09,1996-11-01,2004-05-20,background,nonurban,container,dolnośląskie,Witków,,50.81652,16.122029,powiat wałbrzyski,WITKOW,0
130,DsWitka,PL0319A,Witka,DsWitka,1996-01-01,2013-12-31,industrial,nonurban,container,dolnośląskie,Witka,,51.041136,14.980327,powiat zgorzelecki,WITKA,0
131,DsWlen03,PL0062A,Wleń,DsWlen03,1996-07-01,2010-12-31,background,nonurban,container,dolnośląskie,Wleń,,51.012248,15.668279,powiat lwówecki,WLEN,0
132,DsWrocAlWisn,PL0197A,"Wrocław, al. Wiśniowa",,2005-01-01,,communication,urban,container,dolnośląskie,Wrocław,al. Wiśniowa/ul. Powst. Śląskich,51.086225,17.012689,powiat Wrocław,WROCLAW,1
133,DsWrocBartni,PL0193A,"Wrocław, ul. Bartnicza",,2005-01-01,,background,suburban,container,dolnośląskie,Wrocław,ul. Bartnicza,51.115933,17.141125,powiat Wrocław,WROCLAW,1
134,DsWrocGrun,,Wrocław - Grunwald,DsWrocGrun,1996-01-01,2005-12-31,communication,urban,in-house,dolnośląskie,Wrocław,pl. Grunwaldzki 9,51.109899,17.056491,powiat Wrocław,WROCLAW,1
135,DsWrocKorzPMArch,,Wrocław - Korzeniowskiego (PM10-Arch),DsWrocKorzPMArch,2005-01-01,2009-12-31,background,urban,dust collector,dolnośląskie,Wrocław,ul. Wyb. J.Conrada-Korzeniowskiego,51.129409,17.029552,powiat Wrocław,WROCLAW,1
136,DsWrocKrom,,Wrocław - Kromera,DsWrocKrom,1995-01-01,2004-12-31,background,urban,in-house,dolnośląskie,Wrocław,ul. Kromera 44,51.132752,17.064494,powiat Wrocław,WROCLAW,1
137,DsWrocNaGrob,PL0490A,"Wrocław, ul. Na Grobli",,2010-01-01,,background,urban,dust collector,dolnośląskie,Wrocław,ul. Na Grobli,51.103456,17.059225,powiat Wrocław,WROCLAW,1
138,DsWrocOlsz,,Wrocław - Olszewskiego,DsWrocOlsz,1978-01-01,2003-12-31,background,urban,in-house,dolnośląskie,Wrocław,ul. Olszewskiego 21,51.102735,17.096759,powiat Wrocław,WROCLAW,1
139,DsWrocOpor,,Wrocław - Oporowska,DsWrocOpor,1995-01-01,2004-12-31,background,urban,in-house,dolnośląskie,Wrocław,ul. Oporowska 16,51.098027,17.002063,powiat Wrocław,WROCLAW,1
140,DsWrocOrzech,PL0196A,"Wrocław, ul. Orzechowa",,2011-01-01,,background,urban,dust collector,dolnośląskie,Wrocław,ul. Orzechowa 61,51.077525,17.042817000000003,powiat Wrocław,WROCLAW,1
141,DsWrocOrzechArch,,Wrocław - Orzechowa (PM10-Arch),DsWrocOrzechArch,2005-01-01,2009-12-31,background,urban,dust collector,dolnośląskie,Wrocław,ul. Orzechowa 61,51.077525,17.042816000000002,powiat Wrocław,WROCLAW,1
142,DsWrocPret,,Wrocław - Pretficza,DsWrocPret,1994-01-01,2004-12-31,background,urban,in-house,dolnośląskie,Wrocław,ul. Pretficza 7,51.090895,17.013682,powiat Wrocław,WROCLAW,1
143,DsWrocSklad,,Wrocław - Składowa,DsWrocSklad,1977-01-01,2004-12-31,background,urban,in-house,dolnośląskie,Wrocław,ul. Składowa 1/3,51.119722,17.0275,powiat Wrocław,WROCLAW,1
144,DsWrocTech,,Wrocław - Mł.Techników,DsWrocTech,1986-01-01,2004-12-31,background,urban,in-house,dolnośląskie,Wrocław,ul. Młodych Techników 7,51.113611,17.013056,powiat Wrocław,WROCLAW,1
145,DsWrocUkr,PL0009A,Wrocław - Ukryta,DsWrocUkr,1998-01-01,2005-12-31,background,urban,in-house,dolnośląskie,Wrocław,ul. Ukryta 10,51.117029,17.053859,powiat Wrocław,WROCLAW,1
146,DsWrocWie,PL0025A,Wrocław - Wierzbowa,DsWrocWie,1994-11-08,2011-12-31,background,urban,in-house,dolnośląskie,Wrocław,ul. Wierzbowa 14/16,51.10549,17.036471,powiat Wrocław,WROCLAW,1
147,DsWrocWybCon,PL0194A,"Wrocław, wyb. Conrada-Korzeniowskiego",,2005-01-01,,background,urban,container,dolnośląskie,Wrocław,ul. Wyb. J.Conrada-Korzeniowskiego 18,51.129378,17.02925,powiat Wrocław,WROCLAW,1
148,DsWyszkow,PL0320A,Wyszków,DsWyszkow,1996-01-01,2013-12-31,industrial,nonurban,container,dolnośląskie,Wyszków,,50.963536,14.993653,powiat zgorzelecki,WYSZKOW,0
149,DsZabkKlodz,,Ząbkowice Śląskie - ul. Kłodzka,DsZabkKlodz,1977-01-02,2005-12-31,background,urban,in-house,dolnośląskie,Ząbkowice Śląskie,ul. Kłodzka 2,50.586033,16.809694,powiat ząbkowicki,ZABKOWICE SLASKIE,0
150,DsZabkPowWar,PL0321A,Ząbkowice Śląskie,DsZabkowSemi,2008-09-01,2020-12-08,background,urban,container,dolnośląskie,Ząbkowice Śląskie,ul. Powstańców Warszawy 5,50.592325,16.819785999999997,powiat ząbkowicki,ZABKOWICE SLASKIE,0
151,DsZameczno,,Zameczno,DsZameczno,1980-01-01,2003-12-31,industrial,nonurban,in-house,dolnośląskie,Zameczno,,51.669507,15.932111,powiat głogowski,ZAMECZNO,0
152,DsZgorBohGet,PL0198A,"Zgorzelec, ul. Bohaterów Getta",,2005-01-01,,background,urban,container,dolnośląskie,Zgorzelec,ul. Bohaterów Getta 1a,51.150391,15.008175,powiat zgorzelecki,ZGORZELEC,0
153,DsZgorzMar,PL0199A,Zgorzelec - Maratońska,DsZgorzMar,2005-01-01,2007-12-31,background,urban,dust collector,dolnośląskie,Zgorzelec,ul. Maratońska,51.145777,15.012232999999998,powiat zgorzelecki,ZGORZELEC,0
154,DsZgorzOrz,PL0322A,Zgorzelec - Orzeszkowej,DsZgorzOrz,1996-01-01,2013-12-31,industrial,urban,container,dolnośląskie,Zgorzelec,ul. Orzeszkowej 3,51.130156,15.001957999999998,powiat zgorzelecki,ZGORZELEC,0
155,DsZgorzWar,,Zgorzelec - Warszawska,DsZgorzWar,1995-01-03,2004-12-31,background,urban,in-house,dolnośląskie,Zgorzelec,ul. Warszawska 11,51.148418,15.007948999999998,powiat zgorzelecki,ZGORZELEC,0
156,DsZlotKosc,,Złotoryja - Kościuszki,DsZlotKosc,2000-01-01,2002-12-31,background,urban,container,dolnośląskie,Złotoryja,ul. Kościuszki 5,51.123326,15.911288,powiat złotoryjski,ZLOTORYJA,0
157,DsZlotoryjaPMArch,,Złotoryja - Staszica (PM10-Arch),DsZlotoryjaPMArch,2009-01-01,2009-12-31,background,urban,container,dolnośląskie,Złotoryja,ul. Stanisława Staszica 22,51.1239,15.920289000000002,powiat złotoryjski,ZLOTORYJA,0
158,DsZlotoStasz,PL0477A,Złotoryja - Staszica,DsZlotoryjaPM,2011-01-01,2019-12-31,background,urban,dust collector,dolnośląskie,Złotoryja,ul. Stanisława Staszica 22,51.1239,15.920289000000002,powiat złotoryjski,ZLOTORYJA,0
159,DsZukowice,,Żukowice,DsZukowice,1980-01-01,2003-12-31,industrial,nonurban,in-house,dolnośląskie,Żukowice,,51.667269,15.984407,powiat głogowski,ZUKOWICE,0
160,KpAirpKoluda,PL0601A,Kołuda Wielka Airpointer,KpAirpKoluda,2013-04-25,2014-01-02,background,nonurban,mobile,kujawsko-pomorskie,Kołuda Wielka,,52.735747,18.148678,powiat inowrocławski,KOLUDA WIELKA,0
161,KpBrodKochan,PL0606A,"Brodnica, ul. Kochanowskiego",,2015-01-01,,background,urban,dust collector,kujawsko-pomorskie,Brodnica,ul. Kochanowskiego,53.249264,19.415086,powiat brodnicki,BRODNICA,0
162,KpBrodnZwirki,PL0323A,"Brodnica ""Żwirki""",KpBrodnZwirki,2003-03-16,2010-12-31,background,urban,in-house,kujawsko-pomorskie,Brodnica,ul. Żwirki i Wigury 1,53.2575,19.406667,powiat brodnicki,BRODNICA,0
163,KpBydBerling,PL0491A,Bydgoszcz Fieldorfa,KpBydgBerlinga,2010-04-01,,background,suburban,dust collector,kujawsko-pomorskie,Bydgoszcz,ul. gen. Augusta Emila Fieldorfa „Nila” 13,53.151452,18.132062,powiat Bydgoszcz,BYDGOSZCZ,1
164,KpBydFieldor,PL0491A,"Bydgoszcz, ul. Fieldorfa",,2010-04-01,,background,suburban,dust collector,kujawsko-pomorskie,Bydgoszcz,ul. gen. Augusta Emila Fieldorfa „Nila” 13,53.151452,18.132062,powiat Bydgoszcz,BYDGOSZCZ,1
165,KpBydgATRKalisk,PL0324A,"Bydgoszcz ""Fordon ATR""",KpBydgATRKalisk,1990-01-02,2010-12-31,background,urban,in-house,kujawsko-pomorskie,Bydgoszcz,ul. Kaliskiego 7,53.142778,18.126944,powiat Bydgoszcz,BYDGOSZCZ,1
166,KpBydgBlota,,Bydgoszcz Białe Błota,KpBydgBlota,2006-01-09,2009-12-31,background,suburban,mobile,kujawsko-pomorskie,Białe Błota,ul. Szubińska 8,53.100278,17.920278,powiat bydgoski,BIALE BLOTA,0
167,KpBydgChemEC,PL0583A,Bydgoszcz Chemiczna EC,KpBydgChemEC,2012-01-01,2013-12-31,industrial,suburban,mobile,kujawsko-pomorskie,Bydgoszcz,ul. Chemiczna,53.104444,18.073611,powiat Bydgoszcz,BYDGOSZCZ,1
168,KpBydgCO,,Bydgoszcz Centrum Onkologiczne,KpBydgCO,2006-08-22,2009-12-31,background,urban,mobile,kujawsko-pomorskie,Bydgoszcz,ul. Berlinga 13,53.150833,18.131389,powiat Bydgoszcz,BYDGOSZCZ,1
169,KpBydgMorska,PL0325A,"Bydgoszcz ""Morska""",KpBydgMorska,1993-01-18,2010-12-31,background,urban,in-house,kujawsko-pomorskie,Bydgoszcz,ul. Morska 2,53.1275,18.054444,powiat Bydgoszcz,BYDGOSZCZ,1
170,KpBydgUjejskiego,PL0063A,"Bydgoszcz ""Szpital XXX-lecia""",KpBydgUjejskiego,1981-01-13,2010-12-31,background,urban,container,kujawsko-pomorskie,Bydgoszcz,ul. Ujejskiego 75,53.114722,18.027222,powiat Bydgoszcz,BYDGOSZCZ,1
171,KpBydgWPola,PL0065A,"Bydgoszcz ""W. Pola""",KpBydgWPola,1994-01-04,2010-12-31,background,urban,in-house,kujawsko-pomorskie,Bydgoszcz,ul. W. Pola 19,53.125,17.975832999999998,powiat Bydgoszcz,BYDGOSZCZ,1
172,KpBydgWzgWolnosci,,Bydgoszcz Wzgórze Wolności,KpBydgWzgWolnosci,2008-03-31,2009-12-31,background,urban,mobile,kujawsko-pomorskie,Bydgoszcz,ul. Słowiańska 7,53.115833,18.016111,powiat Bydgoszcz,BYDGOSZCZ,1
173,KpBydgZachemHutn,PL0326A,Zachem - Hutnicza,KpBydgZachemHutn,1999-03-01,2012-12-31,industrial,urban,in-house,kujawsko-pomorskie,Bydgoszcz,ul. Hutnicza 89,53.101667000000006,18.106111,powiat Bydgoszcz,BYDGOSZCZ,1
174,KpBydgZachemWojska,PL0327A,"Bydgoszcz ""Zachem2""",KpBydgZachemWojska,1983-01-11,2009-12-31,background,urban,in-house,kujawsko-pomorskie,Bydgoszcz,ul. Wojska Polskiego 46,53.102222,18.059444,powiat Bydgoszcz,BYDGOSZCZ,1
175,KpBydPlPozna,PL0252A,"Bydgoszcz, pl. Poznański",,2006-01-06,,communication,urban,container,kujawsko-pomorskie,Bydgoszcz,Plac Poznański,53.121774,17.987883,powiat Bydgoszcz,BYDGOSZCZ,1
176,KpBydWarszaw,PL0064A,"Bydgoszcz, ul. Warszawska",,1995-01-21,,background,urban,container,kujawsko-pomorskie,Bydgoszcz,ul. Warszawska 10,53.134088,17.995712,powiat Bydgoszcz,BYDGOSZCZ,1
177,KpChelmLunawMOB,PL0737A,"Chełmno, Łunawska 3A",KpChelmLunawMOB,2020-01-08,2021-01-04,background,urban,mobile,kujawsko-pomorskie,Chełmno,ul. Łunawska 3A,53.351975,18.447498,powiat chełmiński,CHELMNO,0
178,KpChelmnLunawska,PL0328A,"Chełmno ""Łunawska""",KpChelmnLunawska,2003-03-16,2010-12-31,background,urban,in-house,kujawsko-pomorskie,Chełmno,ul. Łunawska 2A,53.348611,18.445278,powiat chełmiński,CHELMNO,0
179,KpCiechTezni,PL0066A,"Ciechocinek, ul. Tężniowa",,1995-04-05,,background,suburban,container,kujawsko-pomorskie,Ciechocinek,ul. Tężniowa - Park Tężniowy,52.888422,18.780908,powiat aleksandrowski,CIECHOCINEK,0
180,KpDAFAleksandrowK,,Aleksandrów Kujawski,KpDAFAleksandrowK,2010-01-01,2010-12-31,background,urban,mobile,kujawsko-pomorskie,Aleksandrów Kujawski,ul. Słowackiego 18,52.878333,18.6975,powiat aleksandrowski,ALEKSANDROW KUJAWSKI,0
181,KpDAFBrzescK,,Brześć Kujawski,KpDAFBrzescK,2005-03-01,2005-09-30,background,urban,mobile,kujawsko-pomorskie,Brześć Kujawski,ul. Kilińskiego,52.605,18.906944,powiat włocławski,BRZESC KUJAWSKI,0
182,KpDAFChelmza,,Chełmża (stacja mobilna),KpDAFChelmza,2010-08-01,2010-11-16,background,urban,mobile,kujawsko-pomorskie,Chełmża,ul. Gen. J.Hallera 2,53.186389,18.610556,powiat toruński,CHELMZA,0
183,KpDAFChodecz,,Chodecz,KpDAFChodecz,2008-01-01,2008-12-31,background,urban,mobile,kujawsko-pomorskie,Chodecz,ul. I Armii Wojska Polskiego,52.401667,19.029444,powiat włocławski,CHODECZ,0
184,KpDAFDobrzynUM,,Dobrzyń UM,KpDAFDobrzynUM,2003-01-01,2007-12-31,background,urban,mobile,kujawsko-pomorskie,Dobrzyń nad Wisłą,ul. Szkolna 4,52.637778,19.321667,powiat lipnowski,DOBRZYN NAD WISLA,0
185,KpDAFGolub,,Golub - Dobrzyń (stacja mobilna),KpDAFGolub,2005-06-01,2009-06-17,background,urban,mobile,kujawsko-pomorskie,Golub-Dobrzyń,ul. Dworcowa,53.12055600000001,19.050556,powiat golubsko-dobrzyński,GOLUB-DOBRZYN,0
186,KpDAFIzbica,,Izbica Kujawska,KpDAFIzbica,2006-09-01,2010-12-31,background,nonurban,mobile,kujawsko-pomorskie,Izbica Kujawska,ul. Warszawska 2,52.419478000000005,18.767222,powiat włocławski,IZBICA KUJAWSKA,0
187,KpDAFLasin,,Łasin (stacja mobilna),KpDAFLasin,2006-03-06,2006-05-13,background,urban,mobile,kujawsko-pomorskie,Łasin,ul. Odrodzenia Polski 5,53.518333,19.089444,powiat grudziądzki,LASIN,0
188,KpDAFMarusza,,Marusza (stacja mobilna),KpDAFMarusza,2008-02-01,2008-05-13,background,suburban,mobile,kujawsko-pomorskie,Grudziądz,ul. Warszawska 36,53.453889,18.791667,powiat Grudziądz,GRUDZIADZ,1
189,KpDAFNieszawa,,Nieszawa,KpDAFNieszawa,2006-05-01,2006-12-31,background,urban,mobile,kujawsko-pomorskie,Nieszawa,ul. Laskowskiego 3,52.838611,18.895,powiat aleksandrowski,NIESZAWA,0
190,KpDAFRadziejowRPGK,,Radziejów RPGK,KpDAFRadziejowRPGK,2009-01-01,2009-12-31,background,urban,mobile,kujawsko-pomorskie,Radziejów,ul. Komunalna 19,52.629722,18.530278,powiat radziejowski,RADZIEJOW,0
191,KpDAFRadzyn,,Radzyń Chełmiński (stacja mobilna),KpDAFRadzyn,2010-01-01,2010-05-20,background,urban,mobile,kujawsko-pomorskie,Radzyń Chełmiński,ul. Sady 14,53.381944,18.936944,powiat grudziądzki,RADZYN CHELMINSKI,0
192,KpDAFRypinKOMES,,RypinKOMES,KpDAFRypinKOMES,2009-01-01,2009-12-31,background,urban,mobile,kujawsko-pomorskie,Rypin,ul. E. Orzeszkowej 4,53.06555600000001,19.405278,powiat rypiński,RYPIN,0
193,KpGrudPilsud,PL0580A,"Grudziądz, ul. Piłsudskiego",,2012-03-01,,communication,urban,container,kujawsko-pomorskie,Grudziądz,ul. Piłsudskiego 51,53.49355,18.762139,powiat Grudziądz,GRUDZIADZ,1
194,KpGrudSienki,PL0542A,"Grudziądz, ul. Sienkiewicza",,2011-04-29,,background,urban,dust collector,kujawsko-pomorskie,Grudziądz,ul. Sienkiewicza 27,53.491831000000005,18.752589,powiat Grudziądz,GRUDZIADZ,1
195,KpGrudzIkara,PL0200A,"Grudziądz ""Ikara""",KpGrudzIkara,2003-03-16,2010-12-31,background,urban,in-house,kujawsko-pomorskie,Grudziądz,ul. Ikara 8,53.464167,18.769444,powiat Grudziądz,GRUDZIADZ,1
196,KpGrudzKosynierow,PL0329A,"Grudziądz ""Kosynierów""",KpGrudzKosynierow,1993-01-04,2010-12-31,background,urban,in-house,kujawsko-pomorskie,Grudziądz,ul. Kosynierów Gdyńskich 31,53.492778,18.754167,powiat Grudziądz,GRUDZIADZ,1
197,KpInowOsMatwMOB,PL0656A,Inowrocław Mątwy airponter,KpInowOsMatwMOB,2016-02-04,2017-01-10,industrial,urban,mobile,kujawsko-pomorskie,Inowrocław,Chemiczna,52.755688,18.25438,powiat inowrocławski,INOWROCLAW,0
198,KpInowrKleeberga,PL0330A,"Inowrocław ""Rąbin""",KpInowrKleeberga,2003-03-16,2009-12-31,background,urban,in-house,kujawsko-pomorskie,Inowrocław,ul. Kleeberga 1,52.786667,18.250556,powiat inowrocławski,INOWROCLAW,0
199,KpInowrMatewska,,"Soda-Mątwy ""Mątewska""",KpInowrMatewska,1995-07-01,2011-12-31,industrial,urban,container,kujawsko-pomorskie,Inowrocław,ul. Mątewska 34,52.751944,18.2625,powiat inowrocławski,INOWROCLAW,0
200,KpInowrPlacKlaszt,PL0331A,"Inowrocław ""Śródmieście""",KpInowrPlacKlaszt,2003-01-01,2010-12-31,background,urban,in-house,kujawsko-pomorskie,Inowrocław,ul. Klac Klasztorny 1b,52.79666700000001,18.258889,powiat inowrocławski,INOWROCLAW,0
201,KpInowrPoznanska,,"Inowrocław ""Poznańska""",KpInowrPoznanska,1992-02-01,2011-12-31,industrial,urban,container,kujawsko-pomorskie,Inowrocław,ul. Poznańska 307,52.75,18.2525,powiat inowrocławski,INOWROCLAW,0
202,KpInowrSolan,PL0067A,Inowrocław Solankowa,KpInowrSolan,2011-01-01,2012-12-31,background,urban,container,kujawsko-pomorskie,Inowrocław,ul. Solankowa,52.794722,18.245,powiat inowrocławski,INOWROCLAW,0
203,KpInowrSolankowa,,"Inowrocław ""Uzdrowisko""",KpInowrSolankowa,2003-03-16,2010-12-31,background,urban,container,kujawsko-pomorskie,Inowrocław,ul. Solankowa 77,52.793611,18.243333,powiat inowrocławski,INOWROCLAW,0
204,KpInowSolank,PL0581A,"Inowrocław, ul. Solankowa",,2011-03-04,,background,suburban,container,kujawsko-pomorskie,Inowrocław,ul. Solankowa,52.793122,18.241044,powiat inowrocławski,INOWROCLAW,0
205,KpKoniczynka,PL0068A,"Koniczynka, Pojezierze Chełmińskie",,1996-01-01,,background,nonurban,container,kujawsko-pomorskie,Koniczynka,,53.080647,18.684258,powiat toruński,KONICZYNKA,0
206,KpKruszwicamob,,Kruszwica,KpKruszwicamob,2010-03-10,2010-06-02,background,urban,mobile,kujawsko-pomorskie,Kruszwica,ul. Niepodległości,52.678056000000005,18.314167,powiat inowrocławski,KRUSZWICA,0
207,KpKruszynLotnisko,,Lotnisko Kruszyn,KpKruszynLotnisko,2000-01-19,2004-12-31,background,nonurban,in-house,kujawsko-pomorskie,Kruszyn,,52.586114,19.01,powiat włocławski,KRUSZYN,0
208,KpMogilKosciuszki,PL0332A,Mogilno,KpMogilKosciuszki,2003-03-16,2010-12-31,background,urban,in-house,kujawsko-pomorskie,Mogilno,ul. T. Kościuszki 3,52.659167,17.949722,powiat mogileński,MOGILNO,0
209,KpMogiNowMOB,PL0751A,"Mogilno,Kościuszki",KpMogiNowMOB,2019-01-03,2019-12-31,background,urban,mobile,kujawsko-pomorskie,Mogilno,Kościuszki,52.656842000000005,17.949565,powiat mogileński,MOGILNO,0
210,KpNakloSkargi,,Nakło,KpNakloSkargi,2003-03-16,2010-12-31,background,urban,container,kujawsko-pomorskie,Nakło nad Notecią,ul. P. Skargi 2,53.139444,17.607778,powiat nakielski,NAKLO NAD NOTECIA,0
211,KpNaklSkargi,PL0201A,Nakło Piotra Skargi,KpNakloPiotraSkargi,2011-01-01,2020-01-01,background,urban,container,kujawsko-pomorskie,Nakło nad Notecią,ul. Piotra Skargi,53.138358,17.605139,powiat nakielski,NAKLO NAD NOTECIA,0
212,KpNaklWawrzy,PL0683A,"Nakło nad Notecią, ul. Św. Wawrzyńca",,2020-12-29,,background,urban,container,kujawsko-pomorskie,Nakło nad Notecią,ul. Świętego Wawrzyńca,53.136681,17.591539,powiat nakielski,NAKLO NAD NOTECIA,0
213,KpNwiesNaftobazy,PL0333A,Naftobazy,KpNwiesNaftobazy,1990-01-01,2013-12-31,industrial,nonurban,container,kujawsko-pomorskie,Nowa Wies Wielka,ul. Przemyslowa,52.970278,18.091389000000003,powiat bydgoski,NOWA WIES WIELKA,0
214,KpPiech,PL0334A,Lafarge-Piechcin,KpPiech,1998-06-01,2011-12-31,industrial,nonurban,container,kujawsko-pomorskie,Piechcin,,52.816389,18.032778,powiat żniński,PIECHCIN,0
215,KpPrzysRCRRiOW,,Przysiek - RCRRiOW,KpPrzysRCRRiOW,1996-05-15,2005-03-31,NO DATA,nonurban,in-house,kujawsko-pomorskie,Przysiek,,53.02944399999999,18.504444,powiat toruński,PRZYSIEK,0
216,KpSadlog,PL0202A,Lafarge-Sadłogoszcz,KpSadlog,2001-03-20,2011-12-31,background,nonurban,container,kujawsko-pomorskie,Sadłogoszcz,,52.844722,18.005,powiat żniński,SADLOGOSZCZ,0
217,KpSepolno,,Sępólno Krajeńskie,KpSepolno,2006-02-20,2009-12-31,background,urban,mobile,kujawsko-pomorskie,Sępólno Krajeńskie,ul. Sienkiewicza 54,53.4475,17.527778,powiat sępoleński,SEPOLNO KRAJENSKIE,0
218,KpSolecRowecMOB,PL0780A,"Solec Kujawski, ul. gen. Roweckiego",,2021-01-04,,background,urban,mobile,kujawsko-pomorskie,Solec Kujawski,"ul. gen. Stefana Roweckiego ""Grota""",53.079618,18.2279,powiat bydgoski,SOLEC KUJAWSKI,0
219,KpSwiecGruczno,,Frantschach - Gruczno,KpSwiecGruczno,1997-01-01,2003-02-27,industrial,nonurban,container,kujawsko-pomorskie,Górne Gruczno,,53.364722,18.316667,powiat świecki,GORNE GRUCZNO,0
220,KpSwiecGruczno2,PL0069A,02 - Gruczno,KpSwiecGruczno2,2005-02-01,2011-12-31,industrial,nonurban,container,kujawsko-pomorskie,Górne Gruczno,,53.35555600000001,18.318333,powiat świecki,GORNE GRUCZNO,0
221,KpSwiecKolejowa,,Frantschach - stacja nr 1,KpSwiecKolejowa,1995-03-10,2003-03-10,industrial,suburban,container,kujawsko-pomorskie,Świecie,ul. Kolejowa 20,53.398056,18.416389,powiat świecki,SWIECIE,0
222,KpSwiecPrzechowo,PL0070A,01 Przechowo,KpSwiecPrzechowo,2005-02-01,2014-01-01,industrial,suburban,container,kujawsko-pomorskie,Świecie Przechowo,,53.398056,18.416389,powiat świecki,SWIECIE PRZECHOWO,0
223,KpSwiecSadowa,PL0336A,"Świecie ""Sądowa""",KpSwiecSadowa,2003-03-16,2010-12-31,background,urban,in-house,kujawsko-pomorskie,Świecie,ul. Sądowa 5,53.407222,18.453889,powiat świecki,SWIECIE,0
224,KpToruDziewu,PL0071A,"Toruń, ul. Dziewulskiego",,1993-04-20,,background,urban,container,kujawsko-pomorskie,Toruń,ul. Dziewulskiego 1,53.028647,18.666103,powiat Toruń,TORUN,1
225,KpToruKaszow,PL0072A,"Toruń, ul. Przy Kaszowniku",,1997-01-01,,communication,urban,container,kujawsko-pomorskie,Toruń,ul. Przy Kaszowniku,53.017628,18.612808,powiat Toruń,TORUN,1
226,KpTorunGagarina,PL0337A,"Toruń ""Gagarina""",KpTorunGagarina,1988-01-20,2010-12-31,background,urban,in-house,kujawsko-pomorskie,Toruń,ul. Gagarina 34,53.018333,18.565,powiat Toruń,TORUN,1
227,KpTorunKonstytucji,PL0338A,"Toruń ""Konstytucji""",KpTorunKonstytucji,2003-03-16,2009-12-31,background,urban,in-house,kujawsko-pomorskie,Toruń,ul. Konstytucji 3-Maja 15,53.023889,18.681667,powiat Toruń,TORUN,1
228,KpTorunKopernika,PL0339A,"Toruń ""Kopernika""",KpTorunKopernika,1983-01-02,2010-12-31,background,urban,in-house,kujawsko-pomorskie,Toruń,ul. M. Kopernika 9,53.009167000000005,18.604167,powiat Toruń,TORUN,1
