No,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county,STANAME,matched_LAT,matched_LON,matched_STANAME
492,MpProszoWIOS3Maj1402,,Proszowice UmiG,MpProszoWIOS3Maj1402,01-01-2002,31-12-2003,background,urban,in-house,MAŁOPOLSKIE,Proszowice,ul. 3 maja 72,50.188056,20.29,powiat proszowicki,PROSZOWICE,49.98333333,20.4,BOCHNIA                                 
493,MpProszWIOSKrol1404,PL0120A,"Proszowice, ul. Królewska",MpProszWIOSKrol1404,16-12-2004,31-12-2014,background,urban,dust collector,MAŁOPOLSKIE,Proszowice,ul. Królewska 72,50.192181,20.299711,powiat proszowicki,PROSZOWICE,49.98333333,20.4,BOCHNIA                                 
494,MpRabkaOrkan,PL0672A,"Rabka-Zdrój, ul. Orkana",,01-01-2017,,background,urban,dust collector,MAŁOPOLSKIE,Rabka-Zdrój,Orkana,49.608647,19.966008,powiat nowotarski,RABKA-ZDROJ,49.66361111,20.05444444,MSZANA DOLNA                            
495,MpRabkaWIOSChop1113,PL0631A,"Rabka-Zdrój, ul. Chopina",MpRabkaWIOSChop1113,01-01-2014,31-12-2014,background,urban,mobile,MAŁOPOLSKIE,Rabka-Zdrój,ul. Chopina,49.608753,19.965894,powiat nowotarski,RABKA-ZDROJ,49.66361111,20.05444444,MSZANA DOLNA                            
496,MpRabkaWIOSRudn1112,PL0480A,Rabka ul. Rudnika,MpRabkaWIOSRudn1112,01-01-2009,31-12-2009,background,urban,mobile,MAŁOPOLSKIE,Rabka-Zdrój,ul. prof. Rudnika,49.603611,19.9675,powiat nowotarski,RABKA-ZDROJ,49.66361111,20.05444444,MSZANA DOLNA                            
497,MpRabkaWSSEOrka1105,,Rabka Orkana,MpRabkaWSSEOrka1105,01-01-2004,31-01-2007,background,urban,in-house,MAŁOPOLSKIE,Rabka-Zdrój,ul. Orkana 28,-999.0,-999.0,Powiat nowotarski,RABKA-ZDROJ,,,
498,MpSkawOsOgro,PL0273A,"Skawina, os. Ogrody",,01-01-2003,,background,urban,container,MAŁOPOLSKIE,Skawina,os. Ogrody,49.971047,19.830422,powiat krakowski,SKAWINA,50.07777778,19.795,KRAKOW                                  
499,MpSkawStudzi,PL0757A,"Skawina, ul. Studzińskiego",,01-01-2020,16-12-2021,industrial,urban,container,MAŁOPOLSKIE,Skawina,Studzińskiego,49.983361,19.839572,powiat krakowski,SKAWINA,50.07777778,19.795,KRAKOW                                  
500,MpSlomWolnosMOB,PL0616A,"Słomniki, ul. Wolności",MpSlomniWIOSWoln0611,01-01-2015,31-12-2015,background,urban,mobile,MAŁOPOLSKIE,Słomniki,ul. Wolności,50.243442,20.082194,powiat krakowski,SLOMNIKI,50.07,19.97,KRAKOW OBS. ASTRONOMICZNE               
501,MpSuchaBWIOSHand1512,PL0551A,"Sucha Beskidzka, ul. Handlowa",MpSuchaBWIOSHand1512,16-09-2011,31-12-2014,background,urban,container,MAŁOPOLSKIE,Sucha Beskidzka,ul. Handlowa,49.740644,19.588325,powiat suski,SUCHA BESKIDZKA,49.46666667,19.7,JABLONKA                                
502,MpSuchaNiesz,PL0646A,"Sucha Beskidzka, ul. Nieszczyńskiej",,10-06-2017,,background,urban,container,MAŁOPOLSKIE,Sucha Beskidzka,ul. Nieszczyńskiej,49.743131,19.600339,powiat suski,SUCHA BESKIDZKA,49.46666667,19.7,JABLONKA                                
503,MpSuchaWIOSBeni1501,,Sucha Beskidzka Beniowskiego,MpSuchaWIOSBeni1501,01-01-2002,31-12-2002,background,urban,NO DATA,MAŁOPOLSKIE,Sucha Beskidzka,ul. Beniowskiego 2,-999.0,-999.0,Powiat suski,SUCHA BESKIDZKA,,,
504,MpSuchaWIOSMick1502,,Sucha Beskidzka Mickiewicza LOK,MpSuchaWIOSMick1502,01-01-2003,31-12-2003,background,urban,in-house,MAŁOPOLSKIE,Sucha Beskidzka,ul. Miskiewicza 9,49.738333,19.592778,powiat suski,SUCHA BESKIDZKA,49.46666667,19.7,JABLONKA                                
505,MpSuchSemika,PL0617A,"Sucha Beskidzka, ul. Semika",MpSuchaBWIOSSemi1513,01-01-2015,31-12-2015,background,urban,container,MAŁOPOLSKIE,Sucha Beskidzka,ul. Semika,49.740711,19.592275,powiat suski,SUCHA BESKIDZKA,49.46666667,19.7,JABLONKA                                
506,MpSzarowSpok,PL0618A,"Szarów, ul. Spokojna",,04-05-2015,,background,suburban,container,MAŁOPOLSKIE,Szarów,ul. Spokojna,50.0075,20.259167,powiat wielicki,SZAROW,49.98333333,20.4,BOCHNIA                                 
507,MpSzarowWIOS1901,,Szarów1901,MpSzarowWIOS1901,01-01-2002,31-12-2002,background,suburban,NO DATA,MAŁOPOLSKIE,Szarów,ul. Szarów 241,-999.0,-999.0,,SZAROW,,,
508,MpSzarowWIOS1908,PL0487A,Szarów,MpSzarowWIOS1908,01-01-2009,31-12-2015,background,suburban,in-house,MAŁOPOLSKIE,Szarów,,50.007014,20.258475,powiat wielicki,SZAROW,49.98333333,20.4,BOCHNIA                                 
509,MpSzczawJanaMOB,PL0619A,"Szczawnica, ul. Jana Wiktora",MpSzczawWIOSSzal1116,01-01-2015,31-12-2015,background,urban,mobile,MAŁOPOLSKIE,Szczawnica,ul. Jana Wiktora,49.425886,20.484947,powiat nowotarski,SZCZAWNICA,49.45,20.43,KROSCIENKO                              
510,MpSzymbaGorl,PL0121A,Szymbark,,01-11-2004,,background,nonurban,container,MAŁOPOLSKIE,Szymbark,Szymbark 430,49.633714,21.116833,powiat gorlicki,SZYMBARK,49.41666667,20.96666667,KRYNICA                                 
511,MpTarBitStud,PL0502A,"Tarnów, ul. Bitwy pod Studziankami",,01-01-2010,,background,urban,container,MAŁOPOLSKIE,Tarnów,ul. Bitwy pod Studziankami,50.020169,21.004167,Powiat dąbrowski,TARNOW,50.03,20.98444444,TARNOW                                  
512,MpTarnowWIOSSoli6303,PL0122A,Tarnów Al. Solidarności,MpTarnowWIOSSoli6303,01-01-2001,31-12-2009,background,urban,container,MAŁOPOLSKIE,Tarnów,al. Solidarności,50.016111,20.983611,Powiat dąbrowski,TARNOW,50.03,20.98444444,TARNOW                                  
513,MpTarnowWSSEMosc6301,,Tarnów ul.Mościckiego 10,MpTarnowWSSEMosc6301,01-01-2001,31-12-2005,background,urban,container,MAŁOPOLSKIE,Tarnów,ul. Mościckiego 10,50.006667,20.975278,Powiat dąbrowski,TARNOW,50.03,20.98444444,TARNOW                                  
514,MpTarnowWSSEWest6302,,Tarnów Westerplatte,MpTarnowWSSEWest6302,01-01-2003,31-12-2008,background,urban,container,MAŁOPOLSKIE,Tarnów,ul. Westerplatte 10,50.023333,21.005,Powiat dąbrowski,TARNOW,50.03,20.98444444,TARNOW                                  
515,MpTarRoSitko,PL0647A,"Tarnów, ul. Ks. Romana Sitko",,01-01-2016,,communication,urban,container,MAŁOPOLSKIE,Tarnów,ul. Ks. Romana Sitko,50.018253,20.992578,Powiat dąbrowski,TARNOW,50.03,20.98444444,TARNOW                                  
516,MpTrzebiWIOSPils0303,PL0123A,Trzebinia,MpTrzebiWIOSPils0303,23-01-2004,31-08-2010,industrial,urban,container,MAŁOPOLSKIE,Trzebinia,ul. Piłsudskiego,50.160833,19.472778,powiat chrzanowski,TRZEBINIA,50.07777778,19.795,KRAKOW                                  
517,MpTrzebOsZWM,PL0552A,"Trzebinia, os. Związku Walki Młodych",,01-01-2010,,background,urban,container,MAŁOPOLSKIE,Trzebinia,os. Widokowe (dawne os. ZWM),50.159406,19.477464,Powiat chrzanowski,TRZEBINIA,50.07777778,19.795,KRAKOW                                  
518,MpTuchChopin,PL0481A,"Tuchów, ul. Chopina",,01-01-2009,,background,urban,dust collector,MAŁOPOLSKIE,Tuchów,ul. Chopina,49.894169,21.051061,powiat tarnowski,TUCHOW,50.03,20.98444444,TARNOW                                  
519,MpWadowiWIOSPSka1805,PL0124A,"Wadowice, os. Pod Skarpą",MpWadowiWIOSPSka1805,16-12-2004,31-12-2014,background,urban,dust collector,MAŁOPOLSKIE,Wadowice,os. Pod Skarpą,49.872761,19.497942,powiat wadowicki,WADOWICE,50.07777778,19.795,KRAKOW                                  
520,MpWadowiWIOSPska1807,,wadowice mobilna,MpWadowiWIOSPska1807,01-01-2005,31-12-2008,background,urban,mobile,MAŁOPOLSKIE,Wadowice,os. Pod Skarpą,49.871944,19.498333,powiat wadowicki,WADOWICE,50.07777778,19.795,KRAKOW                                  
521,MpWadowiWIOSTeat1802,,Wadowice Teatralna,MpWadowiWIOSTeat1802,01-01-2002,31-12-2003,background,urban,in-house,MAŁOPOLSKIE,Wadowice,ul. Teatralna 1,49.884722,19.489722,powiat wadowicki,WADOWICE,50.07777778,19.795,KRAKOW                                  
522,MpWielDembowMOB,PL0648A,"Wieliczka, ul. Dembowskiego",MpWielDembowMOB,01-01-2016,31-12-2016,background,urban,mobile,MAŁOPOLSKIE,Wieliczka,ul. Dembowskiego,49.98825,20.059,powiat wielicki,WIELICZKA,50.0,20.05,WIELICZKA                               
523,MpWielicWIOSOSP1902,,Wieliczka OSP,MpWielicWIOSOSP1902,01-01-2002,31-12-2003,background,urban,in-house,MAŁOPOLSKIE,Wieliczka,ul. OSP Plac Targowy,49.975833,20.057778,powiat wielicki,WIELICZKA,50.0,20.05,WIELICZKA                               
524,MpWolbroWIOSFabr1204,,Wolbrom Fabryczna,MpWolbroWIOSFabr1204,01-01-2002,31-10-2003,background,urban,NO DATA,MAŁOPOLSKIE,Wolbrom,ul. Fabryczna 46,-999.0,-999.0,Powiat olkuski,WOLBROM,,,
525,MpWysowaWSSE0502,,Uście Gorlickie Wysowa,MpWysowaWSSE0502,01-01-2000,31-12-2004,background,nonurban,in-house,MAŁOPOLSKIE,Uście Gorlickie Wysowa,ul. Wysowa,49.424722,21.176389,powiat gorlicki,USCIE GORLICKIE WYSOWA,49.41666667,20.96666667,KRYNICA                                 
526,MpZabieWapie,PL0728A,"Zabierzów, ul. Wapienna",,01-01-2019,,background,urban,dust collector,MAŁOPOLSKIE,Zabierzów,Wapienna,50.116028,19.800639,powiat krakowski,ZABIERZOW,50.08027778,19.80194444,KRAKOW-BALICE                           
527,MpZakopaSien,PL0126A,"Zakopane, ul. Sienkiewicza",,01-04-2003,,background,urban,container,MAŁOPOLSKIE,Zakopane,ul. Sienkiewicza,49.293564,19.960083,powiat tatrzański,ZAKOPANE,49.3,19.95,ZAKOPANE                                
528,MzBelsIGFPAN,PL0014A,"Belsk Duży, IGF PAN",,01-07-1991,,background,nonurban,container,MAZOWIECKIE,Belsk Duży,Osiedle PAN 1,51.835242,20.791912,powiat grójecki,BELSK DUZY,52.06777778,21.00166667,PULTUSK                                 
529,MzBialaKmiciMOB,PL0712A,"Biała, ul. Kmicica",,01-01-2019,,industrial,suburban,mobile,MAZOWIECKIE,Biała,ul. Andrzeja Kmicica 33,52.602534,19.6451,powiat płocki,BIALA,52.58833333,19.72583333,PLOCK                                   
530,MzCiechSienkWSSE,,Ciechanów-Sienkiewicza,MzCiechSienkWSSE,01-07-1979,31-12-2006,background,urban,in-house,MAZOWIECKIE,Ciechanów,ul. Sienkiewicza,52.88265,20.594756,powiat ciechanowski,CIECHANOW,53.10416667,20.36111111,MLAWA                                   
531,MzCiechStrazacka,PL0127A,Ciechanów-Strażacka,MzCiechStrazacka,01-07-1992,31-12-2014,background,urban,in-house,MAZOWIECKIE,Ciechanów,ul. Strażacka 6,52.878436,20.613288,powiat ciechanowski,CIECHANOW,53.10416667,20.36111111,MLAWA                                   
532,MzGostMajaWSSE,,Gostynin-Maja,MzGostMajaWSSE,09-04-1998,31-12-2007,background,urban,in-house,MAZOWIECKIE,Gostynin,ul. 3 Maja 17,52.425533,19.460439,powiat gostyniński,GOSTYNIN,52.58833333,19.72583333,PLOCK                                   
533,MzGranicaKPN,PL0128A,"Granica, KPN",,01-08-2003,,background,nonurban,container,MAZOWIECKIE,Granica,Kampinoski Park Narodowy,52.285858,20.454653,powiat warszawski zachodni,GRANICA,52.26694444,20.90583333,WARSZAWA-BABICE                         
534,MzGrodziskWSSE,,Grodzisk Maz-Kościuszki,MzGrodziskWSSE,01-01-2005,31-12-2007,background,urban,in-house,MAZOWIECKIE,Grodzisk Mazowiecki,ul. Kościuszki 32a,52.109081,20.625174,powiat grodziski,GRODZISK MAZOWIECKI,52.16277778,20.96111111,WARSZAWA-OKECIE                         
535,MzGutyDuCzer,PL0649A,Guty Duże,,01-01-2016,,background,nonurban,container,MAZOWIECKIE,Guty Duże,Guty Duże 4,52.943172,21.288167,powiat makowski,GUTY DUZE,52.4,20.96666667,LEGIONOWO                               
536,MzKonJezMos,PL0673A,Konstancin-Jeziorna-Wierzejewskiego,MzKonJezMos,01-01-2017,,background,suburban,mobile,MAZOWIECKIE,Konstancin-Jeziorna,Wierzejewskiego 12,52.080625,21.111186,powiat piaseczyński,KONSTANCIN-JEZIORNA,52.06777778,21.00166667,PULTUSK                                 
537,MzKonJezWieMOB,PL0673A,"Konstancin-Jeziorna, ul. Wierzejewskiego",,01-01-2017,,background,suburban,mobile,MAZOWIECKIE,Konstancin-Jeziorna,ul. Wierzejewskiego 12,52.080625,21.111186,powiat piaseczyński,KONSTANCIN-JEZIORNA,52.06777778,21.00166667,PULTUSK                                 
538,MzKonJezZrodWSSE,,Konstancin Jeziorna - Źródlana,MzKonJezZrodWSSE,15-06-1989,31-12-2006,background,urban,in-house,MAZOWIECKIE,Konstancin-Jeziorna,ul. Źródlana 6/8,52.084541,21.113746,powiat piaseczyński,KONSTANCIN-JEZIORNA,52.06777778,21.00166667,PULTUSK                                 
539,MzKozienSwierWSSE,,Kozienice-Świerczewskiego,MzKozienSwierWSSE,01-01-1984,31-12-2003,background,urban,in-house,MAZOWIECKIE,Kozienice,ul. Świerczewskiego 27,51.58563,21.545647,powiat kozienicki,KOZIENICE,51.56472222,21.54277778,KOZIENCE                                
540,MzLegionBronWSSE,,Legionowo-Broniewskiego,MzLegionBronWSSE,06-11-1991,31-12-2009,background,urban,in-house,MAZOWIECKIE,Legionowo,ul. Broniewskiego 6,52.399686,20.927147,powiat legionowski,LEGIONOWO,52.4,20.96666667,LEGIONOWO                               
541,MzLegZegrzyn,PL0129A,"Legionowo, ul. Zegrzyńska",,01-08-2003,,background,suburban,container,MAZOWIECKIE,Legionowo,ul. Zegrzyńska 38,52.407578,20.955928,powiat legionowski,LEGIONOWO,52.4,20.96666667,LEGIONOWO                               
542,MzMakMMickWSSE,,Maków-Mazowiecki-Mickiewicza,MzMakMMickWSSE,01-01-1985,31-12-2006,background,urban,in-house,MAZOWIECKIE,Maków Mazowiecki,ul. Mickiewicza 31,52.864687,21.094026,powiat makowski,MAKOW MAZOWIECKI,52.4,20.96666667,LEGIONOWO                               
543,MzMinMazKaziMOB,PL0753A,Mińsk Mazowiecki-Kazikowskiego,MzMinMazKaziMOB,01-01-2019,31-12-2020,background,urban,mobile,MAZOWIECKIE,Mińsk Mazowiecki,Zygmunta Kazikowskiego 18,52.178766,21.560968,powiat miński,MINSK MAZOWIECKI,52.21666667,21.03333333,WARSZAWA-OBSERWATORIUM II               
544,MzMinskKilinWSSE,PL0394A,Mińsk-Kilińskiego,MzMinskKilinWSSE,01-01-2004,31-12-2009,background,urban,in-house,MAZOWIECKIE,Mińsk Mazowiecki,ul. Kilińskiego 10,52.179811,21.56651,powiat miński,MINSK MAZOWIECKI,52.21666667,21.03333333,WARSZAWA-OBSERWATORIUM II               
545,MzMinskKoscWSSE,,Mińsk-Kościuszki,MzMinskKoscWSSE,01-01-1992,31-12-2003,background,urban,in-house,MAZOWIECKIE,Mińsk Mazowiecki,ul. Kościuszki 9,52.18047,21.558658,powiat miński,MINSK MAZOWIECKI,52.21666667,21.03333333,WARSZAWA-OBSERWATORIUM II               
546,MzMlawaMajaWSSE,,Mława-Maja,MzMlawaMajaWSSE,01-01-1980,31-12-2006,background,urban,in-house,MAZOWIECKIE,Mława,ul. 1 Maja 6,53.112359,20.381051,powiat mławski,MLAWA,53.10416667,20.36111111,MLAWA                                   
547,MzMlawOrdona,PL0516A,Mława-Ordona,MzMlawaOrdona,01-01-2006,01-01-2018,background,urban,dust collector,MAZOWIECKIE,Mława,ul. Ordona 14,53.111908,20.371725,powiat mławski,MLAWA,53.10416667,20.36111111,MLAWA                                   
548,MzNowDwChemWSSE,PL0130A,Nowy Dwór-Chemików,MzNowDwChemWSSE,01-01-2004,31-12-2009,background,urban,in-house,MAZOWIECKIE,Nowy Dwór Mazowiecki,ul. Chemików,52.429424,20.724131,powiat nowodworski,NOWY DWOR MAZOWIECKI,52.4,20.96666667,LEGIONOWO                               
549,MzOstMazSikorWSSE,PL0395A,Ostrów Mazowiecka-Sikorskiego,MzOstMazSikorWSSE,01-01-1980,31-12-2009,background,urban,in-house,MAZOWIECKIE,Ostrów Mazowiecka,ul. Generała Sikorskiego 3,52.803259,21.890476,powiat ostrowski,OSTROW MAZOWIECKA,52.85,22.55,SZEPIETOWO                              
550,MzOstroHalle,PL0620A,"Ostrołęka, ul. Hallera",,01-01-2015,,background,urban,dust collector,MAZOWIECKIE,Ostrołęka,ul. gen. J. Hallera 12,53.083736,21.579322,Ostrołęka,OSTROLEKA,52.85,22.55,SZEPIETOWO                              
551,MzOstrolKoscWSSE,,Ostrołęka-Kościuszki,MzOstrolKoscWSSE,01-01-1982,31-12-2006,background,urban,in-house,MAZOWIECKIE,Ostrołęka,ul. Kościuszki 19,53.085319,21.568983,Ostrołęka,OSTROLEKA,52.85,22.55,SZEPIETOWO                              
552,MzOstrolTargowa,PL0131A,Ostrołęka-Targowa,MzOstrolTargowa,03-01-1994,31-12-2014,background,urban,dust collector,MAZOWIECKIE,Ostrołęka,ul. Targowa 4,53.084023,21.589205,Ostrołęka,OSTROLEKA,52.85,22.55,SZEPIETOWO                              
553,MzOtwoBrzozo,PL0539A,"Otwock, ul. Brzozowa",,11-05-2010,,background,suburban,container,MAZOWIECKIE,Otwock,ul. Brzozowa 2,52.115725,21.237297,powiat otwocki,OTWOCK,52.06777778,21.00166667,PULTUSK                                 
554,MzOtwockBrzozWSSE,PL0132A,Otwock-BrzozowaWSSE,MzOtwockBrzozWSSE,02-01-1980,31-12-2009,background,urban,in-house,MAZOWIECKIE,Otwock,ul. Brzozowa 2,52.115444,21.237658,powiat otwocki,OTWOCK,52.06777778,21.00166667,PULTUSK                                 
555,MzPiaseczDworWSSE,PL0133A,Piaseczno-Dworska,MzPiaseczDworWSSE,01-10-1981,31-12-2009,background,urban,in-house,MAZOWIECKIE,Piaseczno,ul. Dworska,52.051445,21.005582,powiat piaseczyński,PIASECZNO,52.06777778,21.00166667,PULTUSK                                 
556,MzPiasPulask,PL0134A,"Piastów, ul. Pułaskiego",,01-08-2003,,background,suburban,container,MAZOWIECKIE,Piastów,ul. Pułaskiego 6/8,52.191728,20.837489,powiat pruszkowski,PIASTOW,52.16277778,20.96111111,WARSZAWA-OKECIE                         
557,MzPiastWarszWSSE,,Piastów-Warszawska,MzPiastWarszWSSE,04-01-1994,31-12-2003,industrial,urban,in-house,MAZOWIECKIE,Piastów,ul. Warszawska 24,52.186581,20.843524,powiat pruszkowski,PIASTOW,52.16277778,20.96111111,WARSZAWA-OKECIE                         
558,MzPionkiSienWSSE,,Pionki-Sienkiewicza,MzPionkiSienWSSE,09-01-1995,31-12-2003,background,urban,in-house,MAZOWIECKIE,Pionki,ul. Sienkiewicza 11,51.478028,21.451383,powiat radomski,PIONKI,51.56472222,21.54277778,KOZIENCE                                
559,MzPlockJasnaWSSE,,Płock-Jasna,MzPlockJasnaWSSE,14-04-1986,31-12-2006,background,urban,in-house,MAZOWIECKIE,Płock,ul. Jasna 8,52.554005,19.667701,Płock,PLOCK,52.58833333,19.72583333,PLOCK                                   
560,MzPlockKolegWSSE,PL0135A,Płock-Kolegialna,MzPlockKolegWSSE,27-02-2004,31-12-2009,background,urban,in-house,MAZOWIECKIE,Płock,ul. Kolegialna 20,52.542222,19.695556,Płock,PLOCK,52.58833333,19.72583333,PLOCK                                   
561,MzPlockKolodWSSE,,Płock-Piasta Kołodzieja,MzPlockKolodWSSE,02-01-1990,31-12-2003,background,urban,in-house,MAZOWIECKIE,Płock,ul. Piasta Kołodzieja 4,52.550865,19.69058,Płock,PLOCK,52.58833333,19.72583333,PLOCK                                   
562,MzPlockLaczWSSE,,Płock-Łączniczek,MzPlockLaczWSSE,10-01-1991,31-12-2003,background,urban,in-house,MAZOWIECKIE,Płock,ul. Łączniczek 14,52.539936,19.751334,Płock,PLOCK,52.58833333,19.72583333,PLOCK                                   
563,MzPlockOpsis,,Płock-Opsis,MzPlockOpsis,27-02-1995,31-12-2006,communication,urban,in-house,MAZOWIECKIE,Płock,ul. Jachowicza 44,52.549779,19.691923,Płock,PLOCK,52.58833333,19.72583333,PLOCK                                   
564,MzPlockPiaskaWSSE,,Płock-Piaska,MzPlockPiaskaWSSE,05-01-1987,31-12-2006,background,urban,in-house,MAZOWIECKIE,Płock,ul. Piaska 5,52.544338,19.724452,Płock,PLOCK,52.58833333,19.72583333,PLOCK                                   
565,MzPlockPKN1,PL0396A,Płock-Trzepowo,MzPlockPKN1,01-12-1996,31-12-2009,industrial,urban,container,MAZOWIECKIE,Trzepowo,ul. Trzepowo 56,52.5888,19.724289,powiat płocki,TRZEPOWO,52.58833333,19.72583333,PLOCK                                   
566,MzPlockPKN2,PL0397A,Płock-Maszewo,MzPlockPKN2,01-10-1994,31-12-2009,background,nonurban,container,MAZOWIECKIE,Maszewo Duże,ul. Maszewo Duże 154,52.584167,19.6114,powiat płocki,MASZEWO DUZE,52.58833333,19.72583333,PLOCK                                   
567,MzPlockPKN3,,Płock-Chełpowo,MzPlockPKN3,01-01-1993,31-12-2005,industrial,urban,container,MAZOWIECKIE,Chełpowo,ul. Długa,52.5675,19.6875,,CHELPOWO,52.58833333,19.72583333,PLOCK                                   
568,MzPlocKroJad,PL0398A,"Płock, ul. Królowej Jadwigi",,01-01-1993,,industrial,urban,container,MAZOWIECKIE,Płock,ul. Królowej Jadwigi 4,52.556279,19.687672,Płock,PLOCK,52.58833333,19.72583333,PLOCK                                   
569,MzPlocMiReja,PL0136A,"Płock, ul. Reja",,01-08-2003,,background,urban,container,MAZOWIECKIE,Płock,ul. Mikołaja Reja 28,52.550938,19.709791,Płock,PLOCK,52.58833333,19.72583333,PLOCK                                   
570,MzPlonskSienWSSE,,Płońsk-Sienkiewicza,MzPlonskSienWSSE,01-01-1987,31-12-2003,background,urban,in-house,MAZOWIECKIE,Płońsk,ul. Sienkiewicza 7a,52.629778,20.37556,powiat płoński,PLONSK,52.58833333,19.72583333,PLOCK                                   
571,MzPruszKraszeWSSE,PL0399A,Pruszków-Kraszewskiego,MzPruszKraszeWSSE,01-01-2004,31-12-2009,background,urban,in-house,MAZOWIECKIE,Pruszków,ul. Kraszewskiego 14,52.162262,20.812831,powiat pruszkowski,PRUSZKOW,52.16277778,20.96111111,WARSZAWA-OKECIE                         
572,MzPruszMajWSSE,,Pruszków-Majowa,MzPruszMajWSSE,01-10-1980,31-12-2003,background,urban,in-house,MAZOWIECKIE,Pruszków,ul. Majowa 14,52.17154,20.810253,powiat pruszkowski,PRUSZKOW,52.16277778,20.96111111,WARSZAWA-OKECIE                         
573,MzPultusKoscWSSE,,Pułtusk-Kościuszki,MzPultusKoscWSSE,01-01-1987,31-12-2003,background,urban,in-house,MAZOWIECKIE,Pułtusk,ul. Kościuszki 16,52.709643,21.083912,powiat pułtuski,PULTUSK,52.4,20.96666667,LEGIONOWO                               
574,MzPultusMajaWSSE,,Pułtusk-Maja,MzPultusMajaWSSE,01-01-2004,31-12-2006,background,urban,in-house,MAZOWIECKIE,Pułtusk,ul. 3 Maja 20,52.707685,21.084498,powiat pułtuski,PULTUSK,52.4,20.96666667,LEGIONOWO                               
575,MzRad25Czerw,PL0137A,"Radom, ul. 25 Czerwca",,01-07-2010,,background,urban,dust collector,MAZOWIECKIE,Radom,ul. 25 Czerwca 1976 70,51.40608,21.166819,Powiat golubsko-dobrzyński,RADOM,51.56472222,21.54277778,KOZIENCE                                
576,MzRadHallera,PL0493A,"Radom, ul. Hallera",,23-06-2010,,background,urban,dust collector,MAZOWIECKIE,Radom,ul. Hallera,51.415324,21.171285,Powiat golubsko-dobrzyński,RADOM,51.56472222,21.54277778,KOZIENCE                                
577,MzRadomAlekWSSE,,Radom-Józefów,MzRadomAlekWSSE,06-11-1987,31-12-2006,background,urban,in-house,MAZOWIECKIE,Radom,ul. Aleksandrowicza 5,51.437739,21.161865,Powiat golubsko-dobrzyński,RADOM,51.56472222,21.54277778,KOZIENCE                                
578,MzRadomCzWSSE,,Radom-CzerwcaWSSE,MzRadomCzWSSE,01-01-2004,31-12-2009,background,urban,container,MAZOWIECKIE,Radom,ul. 25 Czerwca,51.400128,21.162633,Powiat golubsko-dobrzyński,RADOM,51.56472222,21.54277778,KOZIENCE                                
579,MzRadomLubonWSSE,,Radom-Lubońskiego,MzRadomLubonWSSE,22-01-1992,31-12-2003,background,urban,in-house,MAZOWIECKIE,Radom,ul. Lubońskiego 2,51.390409,21.170235,Powiat golubsko-dobrzyński,RADOM,51.56472222,21.54277778,KOZIENCE                                
580,MzRadomPulask,,Radom-Pułaskiego,MzRadomPulask,22-04-1996,31-12-2006,background,urban,in-house,MAZOWIECKIE,Radom,ul. Pułaskiego 9,51.42521,21.158278,Powiat golubsko-dobrzyński,RADOM,51.56472222,21.54277778,KOZIENCE                                
581,MzRadTochter,PL0138A,"Radom, ul. Tochtermana",,01-08-2003,,background,urban,container,MAZOWIECKIE,Radom,ul. Tochtermana 1,51.399084,21.147474,Powiat golubsko-dobrzyński,RADOM,51.56472222,21.54277778,KOZIENCE                                
582,MzSiedChrobWSSE,,Siedlce-Chrobrego,MzSiedChrobWSSE,01-01-1994,31-12-2003,background,urban,in-house,MAZOWIECKIE,Siedlce,ul. Chrobrego 19,52.18308,22.27501,Powiat siedlecki,SIEDLCE,52.18111111,22.24472222,SIEDLCE                                 
583,MzSiedKonars,PL0538A,"Siedlce, ul. Konarskiego",,01-01-2012,,background,urban,container,MAZOWIECKIE,Siedlce,ul. Konarskiego 11,52.172145,22.282001,Powiat siedlecki,SIEDLCE,52.18111111,22.24472222,SIEDLCE                                 
584,MzSiedPodlasWSSE,,Siedlce-Podlaska,MzSiedPodlasWSSE,01-01-1990,31-12-2004,background,urban,in-house,MAZOWIECKIE,Siedlce,ul. Podlaska 8,52.160795,22.255203,Powiat siedlecki,SIEDLCE,52.18111111,22.24472222,SIEDLCE                                 
585,MzSiedPoniatWSSE,,Siedlce-Poniatowskiego,MzSiedPoniatWSSE,01-01-2008,31-12-2009,background,urban,in-house,MAZOWIECKIE,Siedlce,ul. Poniatowskiego 31,52.176298,22.288741,Powiat siedlecki,SIEDLCE,52.18111111,22.24472222,SIEDLCE                                 
586,MzSiedSienkWSSE,,Siedlce-Sienkiewicza,MzSiedSienkWSSE,03-01-1994,31-12-2004,background,urban,in-house,MAZOWIECKIE,Siedlce,ul. Sienkiewicza 32,52.165962,22.278046,Powiat siedlecki,SIEDLCE,52.18111111,22.24472222,SIEDLCE                                 
587,MzSiedStarowWSSE,,Siedlce-Starowiejska,MzSiedStarowWSSE,01-01-1998,31-12-2003,background,urban,in-house,MAZOWIECKIE,Siedlce,ul. Starowiejska 66,52.166475,22.292956,Powiat siedlecki,SIEDLCE,52.18111111,22.24472222,SIEDLCE                                 
588,MzSiedWoszczWSSE,,Siedlce-Woszczerowicza,MzSiedWoszczWSSE,01-01-2005,31-12-2007,background,urban,in-house,MAZOWIECKIE,Siedlce,ul. Woszczerowicza 9,52.164444,22.279722,Powiat siedlecki,SIEDLCE,52.18111111,22.24472222,SIEDLCE                                 
