Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [µg/m3],Min [µg/m3],Max [µg/m3],N Days > 120 (S8max),26 max (S8max) [µg/m3],Per. S93.2 (S8max) [µg/m3],AOT40 V-VII [µg/m3]*h,SOMO35 [µg/m3]*d,Number of measurements,Summer completeness [%],Winter completeness [%],Number of complete summer months (IV-IX),Completeness [%],Summer/Winter Number
2019,pomorskie,PL2202,strefa pomorska,PmKosTargo12,O3,1g,50.952571005,0.35171,155.065,3,106.5074375,106.5074375,6629.9033,3078.069475,8759,100,100,6,99.98,1.01
2019,pomorskie,PL2202,strefa pomorska,PmLebaRabkaE,O3,1g,62.001341569,1.04663,169.614,17,112.860125,112.860125,9022.487843336,4369.2551625,8757,100,100,6,99.96,1.01
2019,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,O3,1g,43.707194216,0.31573,148.594,2,90.47485,90.5256125,2839.638792701,1293.46184217,8565,100,96,6,97.77,1.05
2019,pomorskie,PL2202,strefa pomorska,PmLinieKos17,O3,1g,54.467493485,0.3427,144.962,7,106.0180875,109.0615,6452.048735214,3323.557065341,6932,89,69,5,79.13,1.3
2019,pomorskie,PL2202,strefa pomorska,PmMalMicki15,O3,1g,51.041094584,0.5157,147.612,5,100.979275,101.7343625,5347.906390537,2919.730481466,7650,100,75,6,87.32,1.34
2019,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,O3,1g,48.540730578,0.03537,153.67,5,104.8430375,109.0951625,5667.820705979,2979.403805563,7528,84,88,3,85.93,0.97
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,O3,1g,48.182601291,0.3556,178.825,20,118.964,118.964,17790.734487193,5019.164387499,8752,100,100,6,99.9,1
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,O3,1g,45.831932184,0.12023,164.086,14,113.7013,113.7013,16795.017534605,4537.288665224,8721,100,99,6,99.55,1.01
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,O3,1g,47.04829081,0.96131,152.193,16,114.5325125,114.5325125,16477.118605091,4721.727271428,8744,100,100,6,99.81,1
2019,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,O3,1g,46.822864816,0.08056,169.513,11,113.42575,113.42575,17108.943525818,4250.254528244,8696,100,99,6,99.26,1.02
2019,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,O3,1g,57.542655531,2.73611,157.864,13,111.376125,111.376125,14200.626659401,4839.346541072,8751,100,100,6,99.89,1
2019,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,O3,1g,50.534285635,0.58,151.578,7,108.7968,108.7968,12015.312139636,4232.000459249,8685,100,98,6,99.14,1.02
2019,śląskie,PL2405,strefa śląska,SlCiesMickie,O3,1g,57.128217624,1.54944,155.941,4,106.379325,106.379325,11883.068797091,4041.441411231,8716,100,99,6,99.49,1.01
2019,śląskie,PL2405,strefa śląska,SlUstronSana,O3,1g,62.660626136,0.88258,160.94,8,112.1804625,112.46575,15605.491433609,5075.151083375,8625,99,98,6,98.45,1.01
2019,śląskie,PL2405,strefa śląska,SlWodzGalczy,O3,1g,48.890706728,1.16154,154.111,7,110.85,111.6447875,14008.157314127,4267.081082545,8632,99,98,6,98.53,1.02
2019,śląskie,PL2405,strefa śląska,SlZlotPotLes,O3,1g,59.795663636,2.50688,189.357,21,119.071625,119.071625,18841.782560146,5849.663528571,8748,100,100,6,99.86,1
2019,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,O3,1g,49.717356229,0,185,18,117.125,117.125,15876.330275229,4899.868017082,8677,99,99,6,99.05,1
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,O3,1g,50.860986382,0,179.1,15,114.9125,115.2125,17612.206170599,5502.489485316,8445,98,95,5,96.4,1.03
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,O3,1g,58.69700023,1.8,183.3,17,116.9875,116.9875,19184.426373626,5512.375065954,8694,99,100,6,99.24,1
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkSkarZielnaMOB,O3,1g,49.426172238,0.3,176,9,111.55,111.5875,14296.144657534,4261.298746518,8616,99,98,6,98.35,1.02
2019,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,O3,1g,51.562141993,0.60611,144.031,8,106.75775,106.8169,7951.503197096,3530.639365837,8604,100,97,6,98.21,1.03
2019,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,O3,1g,53.934535612,1.58611,145.36,8,112.195125,113.195625,8574.153906383,3926.955129724,8344,98,93,6,95.25,1.05
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmElkStadion,O3,1g,55.463655083,0.32556,134.853,1,108.67675,108.67675,8741.187041886,3646.907197999,8739,100,100,6,99.76,1.01
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,O3,1g,55.745229734,2.19167,127.788,1,105.3975,105.94035,6879.257457325,3140.516449755,8619,99,98,6,98.39,1.02
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,O3,1g,53.018213896,0,151.528,13,111.7445,111.7445,9128.864499003,3883.404999084,8709,100,99,6,99.41,1.01
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,O3,1g,57.038978435,1,146.143,12,111.138875,111.690875,8283.587694465,4167.820708342,8467,99,94,6,96.65,1.05
2019,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,O3,1g,45.521293494,0.06889,148.912,9,112.1972,112.1972,10984.0594,3729.209299279,8732,100,99,6,99.68,1.01
2019,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,O3,1g,52.815231201,0.17444,158.069,21,118.09675,119.124,17870.911019402,4945.520067357,8515,95,100,5,97.2,0.96
2019,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,O3,1g,47.036320717,0.18319,155.885,9,109.6330375,109.6330375,10263.5381,3422.58663688,8750,100,100,6,99.88,1.01
2019,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,O3,1g,46.180822259,0.07468,138.606,3,103.4045125,103.4045125,6925.3839,2937.074016071,8755,100,100,6,99.94,1
2019,wielkopolskie,PL3003,strefa wielkopolska,WpPiaskiKrzy,O3,1g,52.592492693,0.09774,170.173,30,122.50825,122.50825,16284.933628389,5058.878512618,8730,100,100,6,99.65,1.01
2019,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,O3,1g,50.356445884,0.05056,175.994,15,111.934875,114.778125,10315.130415231,3797.149077584,8256,99,89,6,94.24,1.12
2019,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszChopin,O3,1g,57.728697391,0.35954,179.115,23,118.68575,118.68575,12478.755541198,4752.35682151,8709,99,100,6,99.41,1
2019,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,O3,1g,55.46221027,0.33321,174.018,24,118.8085,118.8085,13685.342386933,4720.237682736,8738,100,100,6,99.74,1.01
2020,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocBartni,O3,1g,48.933831715,0.39333,161.56,19,117.705375,117.705375,11394.869377575,5011.491798215,8738,99,100,6,99.47,1
2020,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,O3,1g,52.132987051,1.29278,158.051,22,119.571375,119.571375,12300.993332847,5293.219760843,8664,99,98,6,98.63,1.02
2020,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,O3,1g,51.644515969,0.56944,137.977,5,106.59425,106.9386,7316.929219672,3786.686782376,8410,93,99,5,95.74,0.94
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsJelGorOgin,O3,1g,50.858847429,0,143.973,13,113.0995,113.0995,10396.368100822,4989.309081075,8718,99,99,6,99.24,1
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsKlodzSzkol,O3,1g,45.009425265,0.03611,137.8,4,106.4049625,106.4049625,6936.265946301,3596.980927607,8674,98,99,6,98.74,0.99
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsLegAlRzecz,O3,1g,47.607135261,0,149.143,6,105.7339875,106.7190125,5406.986897534,3752.046249553,8628,98,98,6,98.22,1
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsLubanMieszMOB,O3,1g,49.786033493,0.08569,152.752,11,112.485,112.485,9630.346116788,4466.874461904,8732,99,100,6,99.4,1
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsOlawZolnAK,O3,1g,50.280119273,2.52111,152.83,11,109.6263125,109.6263125,8185.600880654,4230.070744047,8776,100,100,6,99.9,1
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsOsieczow21,O3,1g,50.398712074,1.01056,153.788,19,116.1195,117.241,12521.366497148,5224.269972082,8563,98,97,6,97.48,1.02
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsSniezkaObs,O3,1g,74.751212751,2.5,144.2,13,115.0125,115.2125,8154.960217984,6330.634464286,8658,100,97,6,98.56,1.03
2020,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,O3,1g,41.947687036,0,131,2,95.75,95.75,3491.109074244,2212.590659341,8755,99,100,6,99.66,1
2020,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,O3,1g,50.344219093,0,142.3,9,108.4625,112.5,8648.371376147,4241.345907029,7741,81,95,4,88.12,0.86
2020,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclKalis,O3,1g,47.124312837,0,146.79862992,7,107.251296463,107.251296463,7236.252633061,3696.482127727,8746,100,99,6,99.56,1
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,O3,1g,46.158451523,0,177,6,103.625,104.25,6130,2997.952280912,8602,97,99,5,97.92,0.98
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,O3,1g,47.980043295,0,137.9,4,103.175,103.175,5139.4,3141.166785714,8777,100,100,6,99.92,1
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,O3,1g,49.516289716,0,143.43450662,5,107.858898989,108.525685734,5982.468273382,3738.81351288,8443,98,94,5,96.11,1.05
2020,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,O3,1g,43.072736733,0.5,136.1,4,101.3125,101.375,6458.149318801,2820.481056338,8649,100,97,6,98.46,1.03
2020,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,O3,1g,41.147718965,0.49,129.18,1,89.9375,90.82,3175.309297913,1645.551830093,8426,97,95,5,95.92,1.02
2020,lubelskie,PL0602,strefa lubelska,LbFlorianRPN,O3,1g,50.23204679,0.33915,134.064,2,99.81733125,100.5879,5153.381310685,3085.71822027,8177,99,87,6,93.08,1.13
2020,lubelskie,PL0602,strefa lubelska,LbJarczWolaM,O3,1g,41.481269954,0,127.1,0,88.855,88.855,1432.625335753,1454.465,8770,100,100,6,99.84,1
2020,lubelskie,PL0602,strefa lubelska,LbWilczopole,O3,1g,44.11813279,0.1,125,0,91.775,92.025,4448.320671563,1956.440885633,8344,92,98,5,94.99,0.93
2020,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,O3,1g,34.659690757,0.00833,138.351,2,87.029625,87.3379625,833.590405145,1135.728285867,8444,92,100,5,96.12,0.92
2020,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,O3,1g,55.144570645,0.1,143.85,9,108.0077,112.388128571,7052.457655346,4192.803368256,7503,90,81,5,85.41,1.11
2020,lubuskie,PL0803,strefa lubuska,LuSmolBytnic,O3,1g,50.414500267,0.65222,146.747,13,112.28925,112.5738625,9478.413899181,4552.073600886,8684,98,99,5,98.86,0.99
2020,lubuskie,PL0803,strefa lubuska,LuSulecDudka,O3,1g,51.503824128,0.3,141.372,10,106.3579875,106.5356,5641.102460672,3929.091628348,8108,85,100,3,92.3,0.85
2020,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,O3,1g,41.460684255,0.00389,139.374,1,98.73265,99.2320125,3536.924263516,2375.38672804,7929,81,100,4,90.26,0.81
2020,lubuskie,PL0803,strefa lubuska,LuZarySzyman,O3,1g,53.44774501,-0.00278,155.348,22,116.897875,116.897875,11859.8498,5184.233516585,8708,100,98,6,99.13,1.02
2020,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,O3,1g,51.914521338,2,153.5,7,108.1,108.2625,8012.345355191,3893.770423796,8670,100,98,6,98.7,1.02
2020,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,O3,1g,48.438697318,1.8,139.1,5,105.925,106.4625,6546.459528131,3523.749957859,8352,100,90,6,95.08,1.1
2020,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,O3,1g,46.415973185,1.1,144.6,4,102.8375,103.3875,5785.848856359,3162.59909711,8652,99,98,6,98.49,1.02
2020,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,O3,1g,49.214403093,0.9,147.4,5,105.525,106.275,6824.460295567,3491.695093357,8276,92,97,2,94.21,0.95
2020,łódzkie,PL1002,strefa łódzka,LdParzniUjWo,O3,1g,54.010742188,1.9,157.6,5,107.7375,108.1875,8584.691812328,4154.217120972,8704,99,99,6,99.08,0.99
2020,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,O3,1g,48.345953093,1,144.9,7,106.8125,106.8125,6084.893430657,3842.582941988,8698,100,98,6,99.02,1.01
2020,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,O3,1g,43.669105877,1.2,136.3,0,96.9,96.9,3260.206170599,2408.346497442,8746,100,99,6,99.56,1.01
2020,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,O3,1g,35.116155951,1,146.622,1,101.250275,101.250275,4129.675164706,2454.497229344,8612,99,97,6,98.04,1.01
2020,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,O3,1g,49.051168739,1,135.958,7,107.4984625,107.4984625,8422.100716253,3826.00091768,8714,98,100,6,99.2,0.98
2020,małopolskie,PL1203,strefa małopolska,MpKaszowLisz,O3,1g,48.097944466,1,148.462,9,111.802,111.802,9895.1612,4382.286429906,8738,100,99,6,99.47,1
2020,małopolskie,PL1203,strefa małopolska,MpSzarowSpok,O3,1g,45.344229191,1,148.226,7,110.742875,110.742875,8875.148184503,3965.471861858,8768,100,100,6,99.81,1
2020,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,O3,1g,57.578176768,2.19556,152.322,10,108.601375,108.601375,10213.362949221,4733.668233335,8704,99,99,6,99.08,1
2020,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,O3,1g,51.856258063,1,155.287,9,108.374875,108.374875,9661.805597064,4168.599830954,8696,99,99,6,98.99,1
2020,małopolskie,PL1203,strefa małopolska,MpZakopaSien,O3,1g,49.972022652,1,133.422,1,106.023625,106.023625,8508.582398548,4151.123124979,8688,98,99,6,98.9,0.99
2020,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarChrosci,O3,1g,43.557022556,0.103,152.424,7,107.01,107.622125,8988.54801476,3454.187407879,8734,99,100,5,99.43,1
2020,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,O3,1g,38.860980504,0.4,154.5,2,92.2875,92.2875,2859.590208522,1562.746071429,8771,100,100,6,99.85,1
2020,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarPodlesn,O3,1g,38.462798043,0,145,1,90.98625,90.98625,1858.650681199,1448.680453297,8736,100,99,6,99.45,1.01
2020,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,O3,1g,43.630282162,0,148.36,5,99.1025,101.4275,6755.608700674,2645.600733419,8364,94,97,4,95.21,0.96
2020,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,O3,1g,45.132593664,0.57,149.19,1,93.9025,93.9025,2808.43,1681.287857563,8704,98,100,6,99.08,0.98
2020,mazowieckie,PL1403,miasto Radom,MzRadTochter,O3,1g,44.140495152,1,133.9,1,97.35,98.3375,4162.627941176,2304.415396826,8664,98,100,6,98.63,0.98
2020,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,O3,1g,51.087364998,0.4,136.1,6,102.65,102.9,6318.137704918,3393.147092555,8611,97,99,5,98.03,0.97
2020,mazowieckie,PL1404,strefa mazowiecka,MzGranicaKPN,O3,1g,46.409858078,0.688,141.82,6,105.8015,107.191428571,6959.269918495,3686.991730285,7948,90,91,3,90.48,0.99
2020,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,O3,1g,51.543991788,0.75,138.52,2,100.0925,100.0925,3482.76,2531.050654763,8768,100,100,6,99.81,1
2020,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,O3,1g,43.447017042,0.1,157.72,3,99.1425,99.1425,4836.81,2438.905672963,8743,100,99,6,99.53,1.01
2020,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,O3,1g,42.134503005,1.44,157.7,4,100.1175,100.45,6187.164738292,2553.489531747,8652,99,98,6,98.49,1
2020,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,O3,1g,40.784421507,0.47,146.8,1,98.8125,99.2,5161.47524932,2358.393277311,8574,100,95,6,97.6,1.05
2020,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,O3,1g,48.259521582,0.32854,146.579,5,105.5811875,105.5811875,7006.207,3597.867348145,8760,100,99,6,99.72,1.01
2020,opolskie,PL1602,strefa opolska,OpKKozBSmial,O3,1g,45.92025587,0.2,145.276,7,107.270825,107.324575,7890.597880689,3731.972119018,8688,99,99,6,98.9,1
2020,opolskie,PL1602,strefa opolska,OpOlesSlowac,O3,1g,46.198704752,0.58667,142.941,5,106.7740125,106.7740125,7588.0734098,3552.190751786,8778,100,100,6,99.93,1
2020,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,O3,1g,47.196705561,0.13,142.121,5,105.887375,105.887375,8979.639312614,3507.259073537,8734,99,100,6,99.43,0.99
2020,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,O3,1g,39.947682319,0.18111,131.813,0,94.179725,94.3031375,3887.636378102,2081.991307637,8444,97,95,5,96.12,1.01
2020,podkarpackie,PL1802,strefa podkarpacka,PkKrempnaMPN,O3,1g,50.878136202,0.11833,135.349,5,105.85675,106.780375,6242.217894505,3675.73723324,8674,99,99,6,98.74,1
2020,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,O3,1g,43.841654623,0.01833,139.478,3,101.2736375,101.2736375,6643.10220272,2948.027231712,8771,100,100,6,99.85,1
2020,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,O3,1g,44.086210575,0.12,137.097,5,104.8291125,104.90165,4663.094623154,3175.452384015,8528,99,95,6,97.08,1.05
2020,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,O3,1g,51.446632967,1.56584,139.471,6,108.9952375,109.072125,10703.848163828,4841.629911945,8587,97,98,5,97.75,0.99
2020,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWarsza,O3,1g,44.558435547,0,141,1,94.75,95,4285.820840951,2305.851694915,8642,99,97,6,98.38,1.02
2020,podlaskie,PL2002,strefa podlaska,PdBorsukowiz,O3,1g,42.684228769,0,121,0,94.5,95.25,4565.29898804,1961.272736418,8655,98,99,6,98.53,0.99
2020,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,O3,1g,46.841314043,0.19731,127.309,0,91.64375,93.6802,2389.034042553,2013.923406722,8512,98,96,6,96.9,1.02
2020,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,O3,1g,54.302721841,0.55639,133.542,1,100.1269,100.4095375,3783.277955144,2845.786346657,8557,98,96,6,97.41,1.02
2020,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzaf09N,O3,1g,51.812191788,0.59344,125.508,0,94.58405,94.9974375,2819.913463765,2211.650597819,8401,96,95,6,95.63,1.02
2020,pomorskie,PL2202,strefa pomorska,PmKosTargo12,O3,1g,35.380312886,0.25611,122.734,0,85.9141,85.9843,505.415124886,1034.777509185,8571,100,95,6,97.57,1.05
2020,pomorskie,PL2202,strefa pomorska,PmLebaRabkaE,O3,1g,59.18568661,0.8,139.2,4,100.95,100.95,5100.540108893,3515.430357144,8775,100,100,6,99.89,1
2020,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,O3,1g,44.449875279,0.16487,127.337,0,89.5074625,89.9018625,2515.005566733,1334.560766593,8167,86,100,4,92.97,0.86
2020,pomorskie,PL2202,strefa pomorska,PmLinieKos17,O3,1g,55.378804514,0.79167,136.962,1,99.377525,99.377525,2454.321150954,2675.9248,8770,100,100,6,99.84,1
2020,pomorskie,PL2202,strefa pomorska,PmMalMicki15,O3,1g,46.546093915,0.055,141.671,1,95.6887875,95.9519375,1390.437604444,1783.818164729,8213,99,88,6,93.49,1.12
2020,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,O3,1g,42.310436111,0.00384,154.236,5,107.848525,107.848525,7929.474130889,3557.532234714,8753,99,100,6,99.64,0.99
2020,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,O3,1g,41.891482561,1.2559,156.499,5,105.44435,105.44435,7380.169436083,3287.4126,8773,100,100,6,99.87,1
2020,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,O3,1g,43.965202528,1.10183,156.209,5,108.99525,108.99525,8125.222505989,3681.184388139,8715,99,99,6,99.21,1
2020,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,O3,1g,44.555918161,0.11722,145.969,5,106.342,107.0669625,6564.044411257,3281.3289275,8686,98,100,6,98.88,0.98
2020,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,O3,1g,51.966700009,1.33833,135.782,2,107.7361125,107.7361125,6712.175068722,3740.439986578,8733,100,99,6,99.41,1.01
2020,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,O3,1g,49.689908145,-1.05722,152.644,7,107.6465,107.6465,7713.7829,4149.279278572,8774,100,100,6,99.88,1
2020,śląskie,PL2405,strefa śląska,SlGoczaUzdroMOB,O3,1g,45.817335396,0.16722,144.932,8,109.4503,109.656875,8734.767745753,3875.397309338,8632,98,99,5,98.26,0.99
2020,śląskie,PL2405,strefa śląska,SlUstronSana,O3,1g,56.242438468,1.13408,133.908,1,106.2838,106.2838,6600.420148634,3814.906108591,8751,99,100,6,99.62,1
2020,śląskie,PL2405,strefa śląska,SlWodzGalczy,O3,1g,45.727739519,0.71778,146.726,6,108.3125,108.3125,6737.830013793,3468.411046008,8771,100,100,6,99.85,1
2020,śląskie,PL2405,strefa śląska,SlZlotPotLes,O3,1g,54.713114018,1.34918,156.82,9,113.617375,113.617375,9470.688398904,4517.097527571,8739,99,99,6,99.48,1
2020,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,O3,1g,45.508114286,1,147,5,107.125,107.125,9222.414545455,3950.919863014,8750,100,100,6,99.61,1
2020,świętokrzyskie,PL2602,strefa świętokrzyska,SkGoluUjWody,O3,1g,48.454785326,1.1,129.6,1,97.2125,97.2125,3165.338700823,2520.202199355,8641,99,98,6,98.37,1.02
2020,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,O3,1g,43.125480549,0,152.8,5,106.5625,106.5625,7460.114700544,3117.702698195,8740,99,100,6,99.49,1
2020,świętokrzyskie,PL2602,strefa świętokrzyska,SkOstrOsSlonMOB,O3,1g,44.799392655,1.1,129.3,2,98.325,98.4,4017.89699727,2398.271020409,8496,97,96,4,96.72,1.02
2020,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,O3,1g,47.112070383,1.8,137,1,96,99.825,5689.28,2514.432904913,7786,83,94,2,88.63,0.89
2020,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,O3,1g,46.67051771,0.44111,133.856,2,96.0954875,96.0954875,2989.867620822,2291.161149634,8710,99,99,6,99.15,1
2020,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,O3,1g,48.319116681,0.07889,128.056,0,95.6180125,95.79965,3476.742,2277.085761227,8455,93,99,3,96.25,0.94
2020,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmElkStadion,O3,1g,51.331132288,0.96778,141.903,1,95.8065875,95.8065875,5438.76013951,2589.397444643,8777,100,100,6,99.92,1
2020,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,O3,1g,51.155161255,2.61792,141.408,0,94.6013625,95.25125,3294.374970599,2043.43614055,8662,99,99,6,98.61,1
2020,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,O3,1g,48.500142623,0.06056,139.597,3,98.5012625,98.758725,3856.02309635,2628.748514989,8630,99,98,6,98.24,1.01
2020,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,O3,1g,51.420336381,1,143.367,2,98.119725,98.2563375,5038.585632897,2784.498497426,8647,98,99,5,98.44,0.99
2020,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,O3,1g,41.279296003,0.03611,139.316,3,98.4060375,98.4060375,3568.1155,2386.625033425,8768,100,100,6,99.81,1
2020,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,O3,1g,48.156278748,0.14056,139.942,4,101.382675,102.5056375,5901.362329075,3288.024917577,8634,98,99,5,98.29,0.99
2020,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,O3,1g,48.458058111,0.30185,151.21,10,109.2607625,109.2607625,6846.1723,3700.1352625,8779,100,100,6,99.94,1
2020,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,O3,1g,47.579826594,0.38481,150.136,7,107.7223875,108.707375,5444.646282676,3728.554798385,7833,99,79,6,89.17,1.26
2020,wielkopolskie,PL3003,strefa wielkopolska,WpPiaskiKrzy,O3,1g,48.43174001,0.14528,156.184,6,108.213875,108.213875,6492.11050929,3518.125947934,8741,100,99,6,99.51,1.01
2020,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,O3,1g,55.602910805,4.06333,169.622,14,108.8158,108.8158,6277.5012,4034.296895568,8717,100,98,6,99.23,1.02
2020,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszChopin,O3,1g,52.131196646,0.5407,139.828,3,96.7214375,97.491325,3545.6177,2486.494056624,8524,97,97,5,97.04,1.01
2020,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,O3,1g,51.432078834,0.29631,145.68,5,103.6528625,104.2900625,4933.960804372,3140.974171408,8618,99,97,6,98.11,1.03
2021,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocBartni,O3,1g,48.938088877,0,147.4,14,111.627625,111.80725,14621.881521096,3906.113088143,8558,99,96,6,97.69,1.03
2021,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,O3,1g,48.825335274,0,160.215,17,115.59125,115.6653625,16583.2684,3982.736534722,8673,100,98,6,99,1.02
2021,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,O3,1g,45.053482859,0,157.736,9,106.5192375,106.68615,11161.375088423,2781.9542281,8597,99,97,6,98.13,1.03
2021,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,O3,1g,50.051158312,0.02278,131.444,2,105.758875,105.758875,10334.042743486,3180.762884936,8673,99,99,6,99,1
2021,dolnośląskie,PL0204,strefa dolnośląska,DsCzerStraza,O3,1g,67.646208567,2.15938,133.42,4,106.5409875,107.020875,9283.287677311,4032.279198767,8624,98,99,6,98.44,0.99
