Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging time,Mean [µg/m3],Min [µg/m3],Max [µg/m3],L>200 (S1),19 max (S1) [µg/m3],Perc. 99.8 (S1) [µg/m3],Number of measurements,Completeness [%],Summer/Winter Number
2019,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,NO2,1g,22.166883159,1,104.154,0,89.1236,89.472,8606,98.24,1.02
2019,małopolskie,PL1203,strefa małopolska,MpSkawOsOgro,NO2,1g,18.84818733,1,83.0719,0,68.4273,68.5176,8612,98.31,1.02
2019,małopolskie,PL1203,strefa małopolska,MpSzarowSpok,NO2,1g,17.181035355,1.62909,89.313,0,72.378,72.7443,8672,98.99,1.01
2019,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,NO2,1g,4.517702022,0.99546,46.7882,0,34.6407,34.8722,8340,95.2,0.95
2019,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,NO2,1g,17.269713038,0.99502,87.2979,0,74.2572,74.3094,8644,98.67,1.01
2019,małopolskie,PL1203,strefa małopolska,MpZakopaSien,NO2,1g,16.376563569,1,111.742,0,91.3049,91.7043,8580,97.94,1.01
2019,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,NO2,1g,49.676324845,3.88,192.77,0,138.47,140,8718,99.52,1.01
2019,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarChrosci,NO2,1g,21.511404243,2.82,111.74,0,77.26,78.74,8468,96.66,1.04
2019,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,NO2,1g,24.519958242,3.28,136.9,0,96.1,96.86,8621,98.41,1.02
2019,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,NO2,1g,22.137649987,4.05,135.4,0,85.85,89.2,8183,93.41,1.13
2019,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,NO2,1g,12.575511705,0.3345,83.402,0,60.32,60.3215,8543,97.52,0.96
2019,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,NO2,1g,14.121975408,0.88,111.32,0,70.92,71.99,8702,99.33,1
2019,mazowieckie,PL1403,miasto Radom,MzRadTochter,NO2,1g,22.351226556,3.74,121.2,0,91.3,91.4,8691,99.21,1
2019,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,NO2,1g,8.014272894,0.852,47.648,0,36.077,36.133,8725,99.6,1.01
2019,mazowieckie,PL1404,strefa mazowiecka,MzGranicaKPN,NO2,1g,8.122490683,0.26,46.46,0,38.133,38.46,8050,91.89,0.97
2019,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,NO2,1g,4.983065445,0,39.91,0,29.4,29.81,7640,87.21,1.3
2019,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,NO2,1g,16.898595322,2.16,83.91,0,67.11,67.19,8550,97.6,1.03
2019,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,NO2,1g,17.044560842,1.55,78.38,0,66.34,66.42,8744,99.81,1.01
2019,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,NO2,1g,16.120050633,2.21,99.71,0,73.61,74.81,8690,99.2,1.01
2019,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,NO2,1g,24.168601394,4.38873128,125.53,0,98.63,98.63,8406,95.95,1.08
2019,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,NO2,1g,16.622198971,2.17167,88.804,0,67.8313,68.6044,8185,93.43,1.01
2019,opolskie,PL1602,strefa opolska,OpKKozBSmial,NO2,1g,14.252169626,0.11844,93.919,0,62.405,63.2367,8635,98.57,1.01
2019,opolskie,PL1602,strefa opolska,OpPrudPodgor,NO2,1g,9.244586811,0.64955,63.7328,0,47.791,47.8154,8631,98.52,1.02
2019,opolskie,PL1602,strefa opolska,OpZdziePiast,NO2,1g,14.921918915,1.55722,90.6862,0,65.7468,66.5562,8264,94.33,0.91
2019,podkarpackie,PL1801,miasto Rzeszów,PkRzeszPilsu,NO2,1g,33.335915674,1.16579,157.648,0,104.424,104.578,8705,99.37,1.02
2019,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,NO2,1g,15.772800257,0.49962,92.7633,0,78.6002,79.2726,8745,99.82,1.01
2019,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,NO2,1g,10.147192988,0.0298,70.7285,0,51.392,51.4477,8721,99.55,1
2019,podkarpackie,PL1802,strefa podkarpacka,PkKrempnaMPN,NO2,1g,4.762294278,0.63425,62.1873,0,20.7064,20.7574,8633,98.55,0.99
2019,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,NO2,1g,14.785609131,1.90387,119.108,0,69.2882,69.4051,8251,94.18,0.93
2019,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,NO2,1g,11.00217073,0.28627,122.04,0,53.0824,54.1324,8711,99.44,1.01
2019,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,NO2,1g,14.769529917,2.44208,83.224,0,68.0336,69.0695,8704,99.36,1.01
2019,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,NO2,1g,12.551077982,0,95.3,0,71.8,72.3,8720,99.54,1
2019,podlaskie,PL2002,strefa podlaska,PdBorsukowiz,NO2,1g,3.683333333,0,36.3,0,18.5,18.9,8688,99.17,1
2019,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,NO2,1g,12.970164276,0.2,88.1,0,64.7,64.8,8644,98.67,0.99
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaKacze02,NO2,1g,15.282980716,1.98576,82.666,0,67.8808,68.2422,8264,94.33,0.93
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,NO2,1g,15.86737744,1.86632,92.1256,0,75.7983,76.1346,8497,96.99,1.02
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaOstrz05,NO2,1g,14.202458559,2.04055,82.5724,0,66.511,69.0205,8561,97.72,1.01
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPoWie01,NO2,1g,17.140372257,1.96133,87.5337,0,70.9836,71.4904,8632,98.53,1.01
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaWyzwo03,NO2,1g,15.307763709,0.65788,77.502,0,59.4726,60.1234,8345,95.26,0.95
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,NO2,1g,11.808878229,0.49074,106.822,0,71.3872,71.5845,7991,91.22,1.21
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzaf09N,NO2,1g,13.464611018,1.36089,112.539,0,84.6019,84.8936,8367,95.51,1.06
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyWendy10,NO2,1g,18.566023088,1.97889,132.048,0,86.7599,87.4108,8488,96.89,1.03
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBitPl06,NO2,1g,12.589919882,2.00812,67.7027,0,55.0136,55.0971,8564,97.76,1.01
2019,pomorskie,PL2202,strefa pomorska,PmKosTargo12,NO2,1g,13.078508936,0.14172,93.6476,0,65.5124,65.8008,8658,98.83,1.01
2019,pomorskie,PL2202,strefa pomorska,PmLebaRabkaE,NO2,24g,4.853314917,0.7,23,,,,362,99.17,1
2019,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,NO2,1g,10.221439193,0.13922,78.602,0,48.7165,49.3825,8174,93.31,1.13
2019,pomorskie,PL2202,strefa pomorska,PmMalMicki15,NO2,1g,13.527689586,0.12091,67.7988,0,55.2578,55.3975,8488,96.89,1.03
2019,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,NO2,1g,10.692595097,0.22408,60.5465,0,52.8525,53.3673,7638,87.19,1.05
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,NO2,1g,23.382091984,1.34743,137.519,0,87.8902,87.9914,8733,99.69,1.01
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlGliwicMewy,NO2,1g,20.583074351,1.5296,93.4474,0,76.4704,76.9357,8665,98.91,0.99
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,NO2,1g,28.009125329,2.25722,117.628,0,95.2877,95.3238,8703,99.34,1.01
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoPlebA4,NO2,1g,54.274498132,4.27385,159.912,0,139.954,140.217,8716,99.49,1.01
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlSosnoLubel,NO2,1g,22.223998668,1.55987,84.7186,0,73.0288,73.1483,8749,99.87,1.01
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlTychyTolst,NO2,1g,21.870354865,1.7994,96.9687,0,81.7784,82.7036,8748,99.86,1
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,NO2,1g,21.923568326,0.57413,121.529,0,90.7194,90.8813,8708,99.4,1
2019,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,NO2,1g,20.455114979,0.98585,89.8922,0,73.3701,74.079,8578,97.92,0.98
2019,śląskie,PL2403,miasto Bielsko-Biała,SlBielPartyz,NO2,1g,29.584491212,2.332,118.881,0,92.976,93.5724,8746,99.84,1.01
2019,śląskie,PL2404,miasto Częstochowa,SlCzestoArmK,NO2,1g,38.996248984,5.35094,203.439,1,124.653,124.94,8729,99.64,1
2019,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,NO2,1g,17.705374288,1.14189,104.227,0,82.1894,82.5256,8682,99.1,1.02
2019,śląskie,PL2405,strefa śląska,SlCiesMickie,NO2,1g,12.845307557,1.31238,73.9732,0,63.0668,63.7971,8748,99.86,1.01
2019,śląskie,PL2405,strefa śląska,SlUstronSana,NO2,1g,11.888264013,1.39293,90.7046,0,63.2782,64.5261,8695,99.25,1
2019,śląskie,PL2405,strefa śląska,SlWodzGalczy,NO2,1g,18.989954856,0.34628,88.6643,0,75.4858,75.9191,8581,97.95,1.03
2019,śląskie,PL2405,strefa śląska,SlZlotPotLes,NO2,1g,8.14181716,0.48331,75.9233,0,42.1332,42.4067,8599,98.16,1.04
2019,śląskie,PL2405,strefa śląska,SlZywieKoper,NO2,1g,15.435990171,1.09515,87.6705,0,66.6428,66.646,8644,98.67,1
2019,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,NO2,1g,21.025873912,0,109.1,0,79.7,79.8,8642,98.65,1
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkMaloSlonec,NO2,1g,11.818160181,0.5,87,0,48.7,48.9,8403,95.92,1.02
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,NO2,1g,17.372802332,0,92,0,73,74,8575,97.88,1
2019,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,NO2,1g,12.695178603,0,84.18,0,57.8699,58.3479,8616,98.35,1.03
2019,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,NO2,1g,12.081878648,0,73.4208,0,51.0414,51.0631,8550,97.6,1.03
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmElkStadion,NO2,1g,9.99099956,0.4515,81.3832,0,61.4274,61.441,8744,99.81,1.01
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,NO2,1g,8.129869452,0.59325,63.2845,0,40.9726,41.356,8709,99.41,1
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldUzdrowMOB,NO2,1g,4.517680873,0.00319,40.2078,0,22.4262,22.786,8091,92.36,1.12
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,NO2,1g,12.129315478,0.13065,109.25,0,62.8065,63.6361,8726,99.61,1.01
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,NO2,1g,4.179578547,0,26.8201,0,20.2225,20.28,8349,95.3,1.03
2019,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,NO2,1g,21.728571794,0.44613,144.689,0,104.781,106.138,8659,98.84,1.01
2019,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznPolank,NO2,1g,24.76921579,2.21218,172.951,0,112.235,113.072,8673,99,1
2019,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznRatajeMOB,NO2,1g,18.480017242,1.85039,101.192,0,78.8169,79.4951,7845,89.55,1.27
2019,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,NO2,1g,12.298137487,1.1124,109.868,0,68.3063,70.3667,8436,96.3,0.96
2019,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,NO2,1g,12.353563797,1.07533,72.8855,0,49.7477,49.7985,8655,98.8,1.01
2019,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,NO2,1g,12.409765638,-1.6127,96.029,0,58.0796,60.6856,8608,98.26,1
2019,wielkopolskie,PL3003,strefa wielkopolska,WpKozieosLes,NO2,1g,15.65035822,2.03932,69.8057,0,56.643,56.7824,8642,98.65,1
2019,wielkopolskie,PL3003,strefa wielkopolska,WpPiaskiKrzy,NO2,1g,8.935310278,-1.09054,61.0087,0,39.0982,39.1186,8629,98.5,1.01
2019,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,NO2,1g,13.966785559,1.40346,83.62,0,62.2699,63.0993,8669,98.96,1
2019,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,NO2,1g,12.413158362,0.00584,85.1313,0,66.1956,66.2296,8732,99.68,1.01
2019,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczBudzWosMOB,NO2,1g,9.474574604,-2.40434,74.4968,0,45.7228,47.0325,6692,76.39,1.34
2019,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPils02,NO2,1g,19.222639601,0.00053,103.734,0,71.5975,72.2359,8637,98.59,1.01
2019,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,NO2,1g,22.17830404,1.03779,128.94,0,86.4675,86.5063,8664,98.9,1.01
2019,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszChopin,NO2,1g,12.459147579,1.56757,89.2872,0,56.8069,57.4749,8711,99.44,1
2019,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,NO2,1g,13.078086618,0,104.998,0,72.5574,74.4153,8579,97.93,1
2019,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,NO2,1g,7.385085653,0.04196,67.6567,0,36.2048,36.9287,8572,97.85,0.99
2020,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocAlWisn,NO2,1g,40.058151102,2.05701,146.21,0,111.274,111.416,8714,99.2,1
2020,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocBartni,NO2,1g,12.7305142,0.53536,67.0278,0,53.9264,54.3125,8716,99.22,1
2020,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,NO2,1g,20.037039217,1.7994,98.1833,0,71.7138,71.8609,8610,98.01,1.02
2020,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,NO2,1g,11.504996962,0,73.5706,0,58.06,58.2475,8367,95.25,0.94
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsJelGorOgin,NO2,1g,9.763761782,0.27936,64.7313,0,46.3554,46.7973,8694,98.97,1
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsKlodzSzkol,NO2,1g,11.855981881,0.07914,76.0854,0,55.2281,55.6875,8659,98.57,0.99
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsLegAlRzecz,NO2,1g,17.585402468,1.16685,94.5112,0,69.4922,69.4985,8668,98.67,0.99
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsLubanMieszMOB,NO2,1g,10.498780845,0.57793,66.3021,0,46.5414,46.8189,8589,97.78,0.97
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsOlawZolnAK,NO2,1g,14.22070227,1.95183,89.965,0,54.4027,55.0794,8645,98.41,1.01
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsOsieczow21,NO2,1g,6.895214431,0,44.6479,0,31.0615,31.0976,8651,98.48,1
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsSniezkaObs,NO2,24g,3.529781421,0.7,9.5,,,,366,100,1
2020,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydPlPozna,NO2,1g,22.639133042,0.6,127.1,0,85,85.8,8574,97.6,1
2020,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,NO2,1g,17.93043025,0.4,92,0,72.7,72.7,8755,99.66,1
2020,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,NO2,1g,12.805249477,0.1,84.1,0,63.8,66.2,7560,86.06,0.87
2020,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruKaszow,NO2,1g,16.205348213,0.1,107.7,0,84.5,85.4,8618,98.11,0.98
2020,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclKalis,NO2,1g,11.163258686,0,108,0,79,79.9,8608,97.99,0.98
2020,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,NO2,1g,22.864268954,0.41940658,124.9593424,0,83.4,84.1,8535,97.16,1.04
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpChelmLunawMOB,NO2,1g,9.503258584,0,85.7,0,54,55.4,8562,97.47,1.04
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,NO2,1g,8.977938395,0,56.2,0,46.89935846,46.92052927,8741,99.51,1.01
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudPilsud,NO2,1g,15.219168178,0.1,84.7,0,61.2,63.3,7139,81.27,0.63
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpInowSolank,NO2,1g,8.672732201,0.4,77.2,0,43.9,43.9,8759,99.71,1
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,NO2,1g,7.467842953,0.6,50.7,0,38.2,38.2,8771,99.85,1
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,NO2,1g,4.757038923,0.28636728,27.39887731,0,22.13977546,22.33977546,8584,97.72,1.01
2020,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,NO2,1g,17.197243824,1.1,186.2,0,86.7,88.7,8744,99.54,1
2020,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,NO2,1g,13.197566311,2.18993347,116.6,0,67,67.7,8476,96.49,1.01
2020,lubelskie,PL0602,strefa lubelska,LbFlorianRPN,NO2,1g,5.544369099,0.61216,32.59752,0,26.3,26.5,8541,97.23,1.01
2020,lubelskie,PL0602,strefa lubelska,LbJarczWolaM,NO2,24g,7.218926554,2,22.3,,,,354,96.72,0.96
2020,lubelskie,PL0602,strefa lubelska,LbKrasnobrod,NO2,1g,3.494021936,0,36.5,0,28,28.2,8297,94.45,1.08
2020,lubelskie,PL0602,strefa lubelska,LbPulaKarpin,NO2,1g,12.481979639,0.2,76.3,0,53.3,54.8,8664,98.63,1.02
2020,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,NO2,1g,11.897003525,0.8,67.8,0,51.8,52.8,8510,96.88,0.95
2020,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,NO2,1g,15.658440122,0,145.887,0,80.8803,81.89,8350,95.05,0.92
2020,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,NO2,1g,12.786592791,0.00744,99.2498,0,60.7549,60.9216,8279,94.25,0.92
2020,lubuskie,PL0803,strefa lubuska,LuSmolBytnic,NO2,1g,4.755927462,0,37.1479,0,26.7135,26.8851,8740,99.49,1.01
2020,lubuskie,PL0803,strefa lubuska,LuSulecDudka,NO2,1g,9.15046678,1.20297,51.0754,0,32.5173,32.8322,8010,91.18,0.85
2020,lubuskie,PL0803,strefa lubuska,LuSwiebodMOB,NO2,1g,5.191689141,0.14389,39.8375,0,26.7981,27.1272,8549,97.32,1.06
2020,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,NO2,1g,16.174270112,0,78.5,0,53.3,54.2,7827,89.1,0.81
2020,lubuskie,PL0803,strefa lubuska,LuZarySzyman,NO2,1g,14.033567964,2.25417,86.5446,0,65.3316,65.8944,8675,98.75,1
2020,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,NO2,1g,19.34859877,2.5,114.9,0,82.4,82.4,8778,99.93,1
2020,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzJanPaw,NO2,1g,26.794072702,1.4,140.4,0,111.8,112.3,8638,98.33,1.01
2020,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,NO2,1g,16.122520612,1.1,89.8,0,67.8,67.8,8490,96.65,1.07
2020,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,NO2,1g,15.704208092,2.1,106.8,0,63.2,64.5,8650,98.47,1.02
2020,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,NO2,1g,8.963874873,1,38,0,33.05907928,33.1,8285,94.31,0.95
2020,łódzkie,PL1002,strefa łódzka,LdKutn1Maja7MOB,NO2,1g,14.656204039,1.1,96.9,0,69.8,69.9,8567,97.52,1.01
2020,łódzkie,PL1002,strefa łódzka,LdParzniUjWo,NO2,1g,9.097397812,0.9,55.7,0,39.3,40.3,8685,98.87,0.99
2020,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,NO2,1g,18.611368348,1.7,95.5,0,78.6,79.1,8682,98.83,1.01
2020,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,NO2,1g,17.957201599,1.8,95.1,0,75.2,75.2,8755,99.66,1
2020,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,NO2,1g,48.878054101,4.10655,143.847,0,123.33,123.423,8671,98.71,0.99
2020,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,NO2,1g,28.710106395,2.10267,118.294,0,105.646,105.65,8614,98.06,1.01
2020,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,NO2,1g,22.905535595,1.61564,92.5068,0,80.2599,80.8128,8502,96.78,0.96
2020,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakDietla,NO2,1g,30.815421559,3.72309,126.709,0,95.1889,96.3202,8681,98.82,0.98
2020,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,NO2,1g,18.714130971,1.20934,121.578,0,82.2797,82.2893,8633,98.28,0.99
2020,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,NO2,1g,22.76914342,1.16045,196.676,0,103.679,104.067,8667,98.66,0.99
2020,małopolskie,PL1203,strefa małopolska,MpKaszowLisz,NO2,1g,14.000104827,1,101.131,0,62.1704,62.1704,8751,99.62,1
2020,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,NO2,1g,15.866018647,0.96609,114.744,0,84.0215,84.5184,8568,97.54,0.96
2020,małopolskie,PL1203,strefa małopolska,MpSkawOsOgro,NO2,1g,16.396853956,1,82.9951,0,57.9756,58.6081,8658,98.56,1
2020,małopolskie,PL1203,strefa małopolska,MpSzarowSpok,NO2,1g,14.536192051,1,82.657,0,60.8537,61.0009,8648,98.45,0.98
2020,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,NO2,1g,3.323094018,1,26.5,0,19.6,19.8,8695,98.98,1
2020,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,NO2,1g,14.882373961,0.97947,72.0906,0,58.3233,58.9981,8694,98.97,1
2020,małopolskie,PL1203,strefa małopolska,MpZakopaSien,NO2,1g,16.329197425,1,147.108,0,106.069,106.183,8632,98.26,1
2020,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,NO2,1g,37.172338673,3.22,151.82,0,117.72,118.02,8740,99.49,1.01
2020,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarChrosci,NO2,1g,20.889140652,2.33,103.66,0,86.36,86.91,8681,98.82,0.99
2020,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,NO2,1g,23.607461477,1.8,135.3,0,97.5,97.5,8761,99.73,1
2020,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,NO2,1g,17.626493339,0.63685286,129.96307902,0,87.16461172,88.41519074,8177,93.08,0.88
2020,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,NO2,1g,12.699957597,0.29,83.1,0,56.6,57.3,8372,95.3,0.97
2020,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,NO2,1g,12.60659427,0.66,98.66,0,65.25,66.23,8656,98.54,1
2020,mazowieckie,PL1403,miasto Radom,MzRadTochter,NO2,1g,21.548295251,2.77,123.36,0,98.06,98.56,8657,98.55,0.99
2020,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,NO2,1g,9.648683901,2.2,63.7,0,33.2,33.7,8510,96.88,1.03
2020,mazowieckie,PL1404,strefa mazowiecka,MzGranicaKPN,NO2,1g,7.228030621,0,37.7,0,32.9,33,8099,92.2,0.99
2020,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,NO2,1g,5.412032734,0,45.97,0,31,31.3,8737,99.46,0.99
2020,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,NO2,1g,16.024528265,2,79.11,0,66.68,66.68,8774,99.88,1
2020,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,NO2,1g,15.751968135,1.99,110.72,0,76.92,77.32,8536,97.17,0.98
2020,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,NO2,1g,21.083705614,4.6,110.8,0,78.1,78.5,8533,97.14,1.05
2020,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,NO2,1g,13.897800963,0.26766,78.2794,0,55.6007,56.3621,8704,99.08,1.02
2020,opolskie,PL1602,strefa opolska,OpKKozBSmial,NO2,1g,12.208672615,0.15402,66.3368,0,50.8608,51.0562,8577,97.64,0.99
2020,opolskie,PL1602,strefa opolska,OpOlesSlowac,NO2,1g,15.30559873,2.73208,89.9786,0,62.2116,62.259,8698,99.02,1.02
2020,opolskie,PL1602,strefa opolska,OpStrzOpWysz,NO2,1g,13.680888971,0,80.2276,0,59.8557,60.6025,8243,93.84,1.14
2020,podkarpackie,PL1801,miasto Rzeszów,PkRzeszPilsu,NO2,1g,26.628425086,0.45629,127.619,0,97.7611,97.7611,8769,99.82,1
2020,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,NO2,1g,12.263336763,0.00973,101.509,0,70.0642,70.6942,8697,99,1
2020,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,NO2,1g,10.362961369,0.71162,49.9858,0,41.7938,41.7938,8757,99.69,1
2020,podkarpackie,PL1802,strefa podkarpacka,PkKrempnaMPN,NO2,1g,4.675815743,0.69364,37.6914,0,21.2413,21.2901,8515,96.93,0.98
2020,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,NO2,1g,11.900701631,0.42988,85.4935,0,60.693,62.1783,8726,99.33,1
2020,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,NO2,1g,10.01635957,0.08512,67.8771,0,51.539,51.6171,8705,99.1,1
2020,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,NO2,1g,11.216455091,0.16181,83.577,0,63.9922,63.9922,8761,99.73,1
2020,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,NO2,1g,11.91971268,0,112.5,0,71.4,72,8005,91.13,0.86
2020,podlaskie,PL2002,strefa podlaska,PdBorsukowiz,NO2,1g,3.53353931,0,33.8,0,16.4,16.5,8710,99.15,1.01
2020,podlaskie,PL2002,strefa podlaska,PdGrajewoWPoMOB,NO2,1g,9.830735661,0,96.7,0,59.5,60.7,8020,91.3,1.2
